TXNAME	GENEID
Caust.v2_003294-RA	Caust.v2_003294
Caust.v2_003265-RA	Caust.v2_003265
Caust.v2_003295-RA	Caust.v2_003295
Caust.v2_003260-RA	Caust.v2_003260
Caust.v2_003283-RA	Caust.v2_003283
Caust.v2_003262-RA	Caust.v2_003262
Caust.v2_003235-RA	Caust.v2_003235
Caust.v2_003248-RA	Caust.v2_003248
Caust.v2_003185-RA	Caust.v2_003185
Caust.v2_003207-RA	Caust.v2_003207
Caust.v2_003172-RA	Caust.v2_003172
Caust.v2_003281-RA	Caust.v2_003281
Caust.v2_003263-RA	Caust.v2_003263
Caust.v2_003293-RC	Caust.v2_003293
Caust.v2_003284-RA	Caust.v2_003284
Caust.v2_003298-RA	Caust.v2_003298
Caust.v2_003200-RA	Caust.v2_003200
Caust.v2_003199-RB	Caust.v2_003199
Caust.v2_003194-RA	Caust.v2_003194
Caust.v2_003268-RA	Caust.v2_003268
Caust.v2_003254-RA	Caust.v2_003254
Caust.v2_003285-RA	Caust.v2_003285
Caust.v2_003292-RA	Caust.v2_003292
Caust.v2_003168-RB	Caust.v2_003168
Caust.v2_003184-RA	Caust.v2_003184
Caust.v2_003290-RA	Caust.v2_003290
Caust.v2_003233-RA	Caust.v2_003233
Caust.v2_003230-RA	Caust.v2_003230
Caust.v2_003182-RA	Caust.v2_003182
Caust.v2_003287-RA	Caust.v2_003287
Caust.v2_003277-RA	Caust.v2_003277
Caust.v2_003248-RB	Caust.v2_003248
Caust.v2_003181-RA	Caust.v2_003181
Caust.v2_003255-RA	Caust.v2_003255
Caust.v2_003174-RA	Caust.v2_003174
Caust.v2_003288-RB	Caust.v2_003288
Caust.v2_003223-RA	Caust.v2_003223
Caust.v2_003224-RC	Caust.v2_003224
Caust.v2_003177-RA	Caust.v2_003177
Caust.v2_003288-RA	Caust.v2_003288
Caust.v2_003231-RA	Caust.v2_003231
Caust.v2_003248-RF	Caust.v2_003248
Caust.v2_003224-RA	Caust.v2_003224
Caust.v2_003252-RA	Caust.v2_003252
Caust.v2_003226-RA	Caust.v2_003226
Caust.v2_003212-RA	Caust.v2_003212
Caust.v2_003238-RA	Caust.v2_003238
Caust.v2_003173-RA	Caust.v2_003173
Caust.v2_003245-RA	Caust.v2_003245
Caust.v2_003272-RA	Caust.v2_003272
Caust.v2_003251-RA	Caust.v2_003251
Caust.v2_003284-RC	Caust.v2_003284
Caust.v2_003217-RA	Caust.v2_003217
Caust.v2_003171-RA	Caust.v2_003171
Caust.v2_003240-RA	Caust.v2_003240
Caust.v2_003293-RA	Caust.v2_003293
Caust.v2_003270-RB	Caust.v2_003270
Caust.v2_003293-RD	Caust.v2_003293
Caust.v2_003179-RA	Caust.v2_003179
Caust.v2_003256-RA	Caust.v2_003256
Caust.v2_003239-RA	Caust.v2_003239
Caust.v2_003167-RA	Caust.v2_003167
Caust.v2_003274-RB	Caust.v2_003274
Caust.v2_003198-RA	Caust.v2_003198
Caust.v2_003279-RJ	Caust.v2_003279
Caust.v2_003267-RA	Caust.v2_003267
Caust.v2_003259-RA	Caust.v2_003259
Caust.v2_003193-RC	Caust.v2_003193
Caust.v2_003248-RD	Caust.v2_003248
Caust.v2_003241-RA	Caust.v2_003241
Caust.v2_003279-RB	Caust.v2_003279
Caust.v2_003269-RA	Caust.v2_003269
Caust.v2_003201-RA	Caust.v2_003201
Caust.v2_003279-RH	Caust.v2_003279
Caust.v2_003193-RA	Caust.v2_003193
Caust.v2_003175-RA	Caust.v2_003175
Caust.v2_003249-RA	Caust.v2_003249
Caust.v2_003242-RA	Caust.v2_003242
Caust.v2_003195-RA	Caust.v2_003195
Caust.v2_003229-RA	Caust.v2_003229
Caust.v2_003222-RA	Caust.v2_003222
Caust.v2_003190-RA	Caust.v2_003190
Caust.v2_003279-RD	Caust.v2_003279
Caust.v2_003187-RA	Caust.v2_003187
Caust.v2_003266-RA	Caust.v2_003266
Caust.v2_003196-RA	Caust.v2_003196
Caust.v2_003172-RC	Caust.v2_003172
Caust.v2_003225-RA	Caust.v2_003225
Caust.v2_003209-RA	Caust.v2_003209
Caust.v2_003186-RA	Caust.v2_003186
Caust.v2_003224-RB	Caust.v2_003224
Caust.v2_003273-RA	Caust.v2_003273
Caust.v2_003232-RA	Caust.v2_003232
Caust.v2_003197-RA	Caust.v2_003197
Caust.v2_003250-RA	Caust.v2_003250
Caust.v2_003168-RA	Caust.v2_003168
Caust.v2_003246-RA	Caust.v2_003246
Caust.v2_003172-RB	Caust.v2_003172
Caust.v2_003221-RA	Caust.v2_003221
Caust.v2_003243-RA	Caust.v2_003243
Caust.v2_003293-RB	Caust.v2_003293
Caust.v2_003206-RA	Caust.v2_003206
Caust.v2_003210-RA	Caust.v2_003210
Caust.v2_003265-RB	Caust.v2_003265
Caust.v2_003208-RA	Caust.v2_003208
Caust.v2_003188-RA	Caust.v2_003188
Caust.v2_003289-RA	Caust.v2_003289
Caust.v2_003220-RA	Caust.v2_003220
Caust.v2_003214-RA	Caust.v2_003214
Caust.v2_003247-RA	Caust.v2_003247
Caust.v2_003170-RA	Caust.v2_003170
Caust.v2_003215-RA	Caust.v2_003215
Caust.v2_003248-RE	Caust.v2_003248
Caust.v2_003180-RA	Caust.v2_003180
Caust.v2_003192-RA	Caust.v2_003192
Caust.v2_003166-RA	Caust.v2_003166
Caust.v2_003286-RA	Caust.v2_003286
Caust.v2_003183-RA	Caust.v2_003183
Caust.v2_003269-RB	Caust.v2_003269
Caust.v2_003289-RB	Caust.v2_003289
Caust.v2_003236-RA	Caust.v2_003236
Caust.v2_003284-RB	Caust.v2_003284
Caust.v2_003234-RA	Caust.v2_003234
Caust.v2_003213-RA	Caust.v2_003213
Caust.v2_003264-RA	Caust.v2_003264
Caust.v2_003189-RA	Caust.v2_003189
Caust.v2_003280-RA	Caust.v2_003280
Caust.v2_003248-RC	Caust.v2_003248
Caust.v2_003299-RA	Caust.v2_003299
Caust.v2_003219-RA	Caust.v2_003219
Caust.v2_003202-RA	Caust.v2_003202
Caust.v2_003203-RA	Caust.v2_003203
Caust.v2_003178-RA	Caust.v2_003178
Caust.v2_003199-RA	Caust.v2_003199
Caust.v2_003258-RA	Caust.v2_003258
Caust.v2_003176-RA	Caust.v2_003176
Caust.v2_003279-RA	Caust.v2_003279
Caust.v2_003211-RA	Caust.v2_003211
Caust.v2_003296-RA	Caust.v2_003296
Caust.v2_003297-RA	Caust.v2_003297
Caust.v2_003276-RA	Caust.v2_003276
Caust.v2_003270-RC	Caust.v2_003270
Caust.v2_003291-RA	Caust.v2_003291
Caust.v2_003218-RA	Caust.v2_003218
Caust.v2_003253-RA	Caust.v2_003253
Caust.v2_003205-RA	Caust.v2_003205
Caust.v2_003228-RA	Caust.v2_003228
Caust.v2_003282-RA	Caust.v2_003282
Caust.v2_003270-RA	Caust.v2_003270
Caust.v2_003200-RB	Caust.v2_003200
Caust.v2_003279-RC	Caust.v2_003279
Caust.v2_003293-RE	Caust.v2_003293
Caust.v2_003274-RA	Caust.v2_003274
Caust.v2_003193-RB	Caust.v2_003193
Caust.v2_003191-RA	Caust.v2_003191
Caust.v2_003169-RA	Caust.v2_003169
Caust.v2_003278-RA	Caust.v2_003278
Caust.v2_003227-RA	Caust.v2_003227
Caust.v2_003271-RA	Caust.v2_003271
Caust.v2_003204-RA	Caust.v2_003204
Caust.v2_003279-RG	Caust.v2_003279
Caust.v2_003193-RD	Caust.v2_003193
Caust.v2_003279-RF	Caust.v2_003279
Caust.v2_003257-RA	Caust.v2_003257
Caust.v2_003244-RA	Caust.v2_003244
Caust.v2_003261-RA	Caust.v2_003261
Caust.v2_003275-RA	Caust.v2_003275
Caust.v2_003248-RG	Caust.v2_003248
Caust.v2_003237-RA	Caust.v2_003237
Caust.v2_003279-RI	Caust.v2_003279
Caust.v2_018907-RA	Caust.v2_018907
Caust.v2_018906-RA	Caust.v2_018906
Caust.v2_018908-RA	Caust.v2_018908
Caust.v2_019916-RA	Caust.v2_019916
Caust.v2_019917-RA	Caust.v2_019917
Caust.v2_021223-RA	Caust.v2_021223
Caust.v2_020911-RA	Caust.v2_020911
Caust.v2_020959-RA	Caust.v2_020959
Caust.v2_021705-RA	Caust.v2_021705
Caust.v2_010271-RA	Caust.v2_010271
Caust.v2_010274-RA	Caust.v2_010274
Caust.v2_010268-RA	Caust.v2_010268
Caust.v2_010265-RA	Caust.v2_010265
Caust.v2_010270-RA	Caust.v2_010270
Caust.v2_010276-RB	Caust.v2_010276
Caust.v2_010281-RA	Caust.v2_010281
Caust.v2_010287-RA	Caust.v2_010287
Caust.v2_010264-RA	Caust.v2_010264
Caust.v2_010279-RA	Caust.v2_010279
Caust.v2_010275-RA	Caust.v2_010275
Caust.v2_010295-RA	Caust.v2_010295
Caust.v2_010292-RA	Caust.v2_010292
Caust.v2_010269-RC	Caust.v2_010269
Caust.v2_010283-RA	Caust.v2_010283
Caust.v2_010282-RA	Caust.v2_010282
Caust.v2_010294-RA	Caust.v2_010294
Caust.v2_010269-RA	Caust.v2_010269
Caust.v2_010291-RA	Caust.v2_010291
Caust.v2_010289-RA	Caust.v2_010289
Caust.v2_010266-RA	Caust.v2_010266
Caust.v2_010267-RA	Caust.v2_010267
Caust.v2_010285-RA	Caust.v2_010285
Caust.v2_010276-RA	Caust.v2_010276
Caust.v2_010290-RA	Caust.v2_010290
Caust.v2_010277-RA	Caust.v2_010277
Caust.v2_010288-RA	Caust.v2_010288
Caust.v2_010284-RA	Caust.v2_010284
Caust.v2_010286-RA	Caust.v2_010286
Caust.v2_010273-RA	Caust.v2_010273
Caust.v2_010272-RA	Caust.v2_010272
Caust.v2_010269-RB	Caust.v2_010269
Caust.v2_010280-RA	Caust.v2_010280
Caust.v2_010278-RA	Caust.v2_010278
Caust.v2_010268-RB	Caust.v2_010268
Caust.v2_010293-RA	Caust.v2_010293
Caust.v2_021170-RA	Caust.v2_021170
Caust.v2_022670-RA	Caust.v2_022670
Caust.v2_020916-RA	Caust.v2_020916
Caust.v2_017343-RA	Caust.v2_017343
Caust.v2_017345-RA	Caust.v2_017345
Caust.v2_017346-RA	Caust.v2_017346
Caust.v2_017342-RA	Caust.v2_017342
Caust.v2_017344-RA	Caust.v2_017344
Caust.v2_021422-RA	Caust.v2_021422
Caust.v2_022552-RA	Caust.v2_022552
Caust.v2_020013-RA	Caust.v2_020013
Caust.v2_020014-RA	Caust.v2_020014
Caust.v2_021480-RA	Caust.v2_021480
Caust.v2_021481-RA	Caust.v2_021481
Caust.v2_016551-RA	Caust.v2_016551
Caust.v2_016554-RA	Caust.v2_016554
Caust.v2_016552-RA	Caust.v2_016552
Caust.v2_016550-RA	Caust.v2_016550
Caust.v2_016557-RA	Caust.v2_016557
Caust.v2_016553-RA	Caust.v2_016553
Caust.v2_016549-RA	Caust.v2_016549
Caust.v2_016556-RA	Caust.v2_016556
Caust.v2_016558-RA	Caust.v2_016558
Caust.v2_016555-RA	Caust.v2_016555
Caust.v2_004636-RA	Caust.v2_004636
Caust.v2_004635-RA	Caust.v2_004635
Caust.v2_004652-RA	Caust.v2_004652
Caust.v2_004622-RA	Caust.v2_004622
Caust.v2_004587-RA	Caust.v2_004587
Caust.v2_004610-RA	Caust.v2_004610
Caust.v2_004650-RA	Caust.v2_004650
Caust.v2_004582-RA	Caust.v2_004582
Caust.v2_004624-RA	Caust.v2_004624
Caust.v2_004599-RA	Caust.v2_004599
Caust.v2_004635-RC	Caust.v2_004635
Caust.v2_004581-RA	Caust.v2_004581
Caust.v2_004573-RA	Caust.v2_004573
Caust.v2_004629-RA	Caust.v2_004629
Caust.v2_004637-RA	Caust.v2_004637
Caust.v2_004627-RA	Caust.v2_004627
Caust.v2_004641-RA	Caust.v2_004641
Caust.v2_004579-RA	Caust.v2_004579
Caust.v2_004647-RA	Caust.v2_004647
Caust.v2_004589-RA	Caust.v2_004589
Caust.v2_004654-RA	Caust.v2_004654
Caust.v2_004623-RA	Caust.v2_004623
Caust.v2_004572-RA	Caust.v2_004572
Caust.v2_004603-RA	Caust.v2_004603
Caust.v2_004595-RA	Caust.v2_004595
Caust.v2_004649-RA	Caust.v2_004649
Caust.v2_004595-RB	Caust.v2_004595
Caust.v2_004634-RA	Caust.v2_004634
Caust.v2_004619-RA	Caust.v2_004619
Caust.v2_004613-RA	Caust.v2_004613
Caust.v2_004590-RA	Caust.v2_004590
Caust.v2_004586-RA	Caust.v2_004586
Caust.v2_004631-RA	Caust.v2_004631
Caust.v2_004588-RA	Caust.v2_004588
Caust.v2_004618-RC	Caust.v2_004618
Caust.v2_004597-RA	Caust.v2_004597
Caust.v2_004585-RA	Caust.v2_004585
Caust.v2_004635-RB	Caust.v2_004635
Caust.v2_004575-RA	Caust.v2_004575
Caust.v2_004638-RA	Caust.v2_004638
Caust.v2_004594-RA	Caust.v2_004594
Caust.v2_004618-RD	Caust.v2_004618
Caust.v2_004618-RB	Caust.v2_004618
Caust.v2_004602-RA	Caust.v2_004602
Caust.v2_004607-RA	Caust.v2_004607
Caust.v2_004578-RA	Caust.v2_004578
Caust.v2_004626-RA	Caust.v2_004626
Caust.v2_004577-RA	Caust.v2_004577
Caust.v2_004639-RA	Caust.v2_004639
Caust.v2_004618-RA	Caust.v2_004618
Caust.v2_004615-RA	Caust.v2_004615
Caust.v2_004648-RA	Caust.v2_004648
Caust.v2_004643-RA	Caust.v2_004643
Caust.v2_004634-RB	Caust.v2_004634
Caust.v2_004583-RA	Caust.v2_004583
Caust.v2_004621-RA	Caust.v2_004621
Caust.v2_004633-RA	Caust.v2_004633
Caust.v2_004608-RA	Caust.v2_004608
Caust.v2_004606-RA	Caust.v2_004606
Caust.v2_004616-RA	Caust.v2_004616
Caust.v2_004630-RA	Caust.v2_004630
Caust.v2_004591-RA	Caust.v2_004591
Caust.v2_004655-RA	Caust.v2_004655
Caust.v2_004653-RA	Caust.v2_004653
Caust.v2_004620-RA	Caust.v2_004620
Caust.v2_004651-RA	Caust.v2_004651
Caust.v2_004601-RA	Caust.v2_004601
Caust.v2_004592-RA	Caust.v2_004592
Caust.v2_004612-RA	Caust.v2_004612
Caust.v2_004614-RA	Caust.v2_004614
Caust.v2_004574-RA	Caust.v2_004574
Caust.v2_004656-RA	Caust.v2_004656
Caust.v2_004645-RA	Caust.v2_004645
Caust.v2_004598-RA	Caust.v2_004598
Caust.v2_004604-RA	Caust.v2_004604
Caust.v2_004605-RA	Caust.v2_004605
Caust.v2_004596-RA	Caust.v2_004596
Caust.v2_004611-RA	Caust.v2_004611
Caust.v2_004609-RA	Caust.v2_004609
Caust.v2_004584-RA	Caust.v2_004584
Caust.v2_004642-RA	Caust.v2_004642
Caust.v2_004644-RA	Caust.v2_004644
Caust.v2_004576-RA	Caust.v2_004576
Caust.v2_004617-RA	Caust.v2_004617
Caust.v2_004628-RA	Caust.v2_004628
Caust.v2_004640-RA	Caust.v2_004640
Caust.v2_004625-RA	Caust.v2_004625
Caust.v2_004646-RA	Caust.v2_004646
Caust.v2_004593-RA	Caust.v2_004593
Caust.v2_004580-RA	Caust.v2_004580
Caust.v2_004632-RA	Caust.v2_004632
Caust.v2_004600-RA	Caust.v2_004600
Caust.v2_017181-RA	Caust.v2_017181
Caust.v2_017178-RA	Caust.v2_017178
Caust.v2_017182-RA	Caust.v2_017182
Caust.v2_017180-RA	Caust.v2_017180
Caust.v2_017179-RA	Caust.v2_017179
Caust.v2_021707-RA	Caust.v2_021707
Caust.v2_021095-RA	Caust.v2_021095
Caust.v2_015503-RA	Caust.v2_015503
Caust.v2_015495-RA	Caust.v2_015495
Caust.v2_015506-RA	Caust.v2_015506
Caust.v2_015496-RA	Caust.v2_015496
Caust.v2_015501-RA	Caust.v2_015501
Caust.v2_015500-RA	Caust.v2_015500
Caust.v2_015499-RA	Caust.v2_015499
Caust.v2_015505-RA	Caust.v2_015505
Caust.v2_015508-RA	Caust.v2_015508
Caust.v2_015494-RA	Caust.v2_015494
Caust.v2_015498-RA	Caust.v2_015498
Caust.v2_015507-RA	Caust.v2_015507
Caust.v2_015504-RA	Caust.v2_015504
Caust.v2_015502-RA	Caust.v2_015502
Caust.v2_015497-RA	Caust.v2_015497
Caust.v2_005837-RA	Caust.v2_005837
Caust.v2_005841-RA	Caust.v2_005841
Caust.v2_005840-RA	Caust.v2_005840
Caust.v2_005862-RE	Caust.v2_005862
Caust.v2_005889-RA	Caust.v2_005889
Caust.v2_005877-RA	Caust.v2_005877
Caust.v2_005862-RC	Caust.v2_005862
Caust.v2_005855-RA	Caust.v2_005855
Caust.v2_005835-RA	Caust.v2_005835
Caust.v2_005870-RA	Caust.v2_005870
Caust.v2_005848-RA	Caust.v2_005848
Caust.v2_005878-RA	Caust.v2_005878
Caust.v2_005866-RA	Caust.v2_005866
Caust.v2_005840-RB	Caust.v2_005840
Caust.v2_005885-RA	Caust.v2_005885
Caust.v2_005873-RA	Caust.v2_005873
Caust.v2_005865-RA	Caust.v2_005865
Caust.v2_005854-RC	Caust.v2_005854
Caust.v2_005844-RA	Caust.v2_005844
Caust.v2_005843-RA	Caust.v2_005843
Caust.v2_005850-RA	Caust.v2_005850
Caust.v2_005836-RA	Caust.v2_005836
Caust.v2_005883-RB	Caust.v2_005883
Caust.v2_005890-RA	Caust.v2_005890
Caust.v2_005886-RA	Caust.v2_005886
Caust.v2_005859-RA	Caust.v2_005859
Caust.v2_005860-RB	Caust.v2_005860
Caust.v2_005854-RA	Caust.v2_005854
Caust.v2_005845-RA	Caust.v2_005845
Caust.v2_005864-RA	Caust.v2_005864
Caust.v2_005843-RB	Caust.v2_005843
Caust.v2_005849-RA	Caust.v2_005849
Caust.v2_005861-RA	Caust.v2_005861
Caust.v2_005862-RD	Caust.v2_005862
Caust.v2_005872-RA	Caust.v2_005872
Caust.v2_005868-RA	Caust.v2_005868
Caust.v2_005884-RA	Caust.v2_005884
Caust.v2_005852-RA	Caust.v2_005852
Caust.v2_005860-RA	Caust.v2_005860
Caust.v2_005842-RA	Caust.v2_005842
Caust.v2_005854-RB	Caust.v2_005854
Caust.v2_005882-RA	Caust.v2_005882
Caust.v2_005869-RA	Caust.v2_005869
Caust.v2_005851-RA	Caust.v2_005851
Caust.v2_005874-RA	Caust.v2_005874
Caust.v2_005867-RA	Caust.v2_005867
Caust.v2_005862-RA	Caust.v2_005862
Caust.v2_005846-RA	Caust.v2_005846
Caust.v2_005858-RA	Caust.v2_005858
Caust.v2_005857-RA	Caust.v2_005857
Caust.v2_005871-RA	Caust.v2_005871
Caust.v2_005879-RA	Caust.v2_005879
Caust.v2_005862-RB	Caust.v2_005862
Caust.v2_005887-RA	Caust.v2_005887
Caust.v2_005853-RA	Caust.v2_005853
Caust.v2_005847-RA	Caust.v2_005847
Caust.v2_005881-RA	Caust.v2_005881
Caust.v2_005875-RA	Caust.v2_005875
Caust.v2_005877-RB	Caust.v2_005877
Caust.v2_005888-RA	Caust.v2_005888
Caust.v2_005863-RA	Caust.v2_005863
Caust.v2_005883-RA	Caust.v2_005883
Caust.v2_005839-RA	Caust.v2_005839
Caust.v2_005838-RA	Caust.v2_005838
Caust.v2_005876-RA	Caust.v2_005876
Caust.v2_005856-RA	Caust.v2_005856
Caust.v2_005880-RA	Caust.v2_005880
Caust.v2_019514-RA	Caust.v2_019514
Caust.v2_019513-RA	Caust.v2_019513
Caust.v2_019512-RA	Caust.v2_019512
Caust.v2_021973-RA	Caust.v2_021973
Caust.v2_022444-RA	Caust.v2_022444
Caust.v2_021964-RA	Caust.v2_021964
Caust.v2_021285-RA	Caust.v2_021285
Caust.v2_012904-RA	Caust.v2_012904
Caust.v2_012903-RA	Caust.v2_012903
Caust.v2_012907-RA	Caust.v2_012907
Caust.v2_012906-RA	Caust.v2_012906
Caust.v2_012895-RA	Caust.v2_012895
Caust.v2_012899-RA	Caust.v2_012899
Caust.v2_012905-RA	Caust.v2_012905
Caust.v2_012896-RA	Caust.v2_012896
Caust.v2_012911-RA	Caust.v2_012911
Caust.v2_012898-RA	Caust.v2_012898
Caust.v2_012912-RA	Caust.v2_012912
Caust.v2_012901-RA	Caust.v2_012901
Caust.v2_012910-RA	Caust.v2_012910
Caust.v2_012913-RA	Caust.v2_012913
Caust.v2_012908-RA	Caust.v2_012908
Caust.v2_012909-RA	Caust.v2_012909
Caust.v2_012900-RA	Caust.v2_012900
Caust.v2_012902-RA	Caust.v2_012902
Caust.v2_012897-RA	Caust.v2_012897
Caust.v2_017014-RA	Caust.v2_017014
Caust.v2_017013-RA	Caust.v2_017013
Caust.v2_017019-RA	Caust.v2_017019
Caust.v2_017016-RA	Caust.v2_017016
Caust.v2_017012-RA	Caust.v2_017012
Caust.v2_017017-RA	Caust.v2_017017
Caust.v2_017015-RA	Caust.v2_017015
Caust.v2_017018-RA	Caust.v2_017018
Caust.v2_021113-RA	Caust.v2_021113
Caust.v2_022635-RA	Caust.v2_022635
Caust.v2_019210-RA	Caust.v2_019210
Caust.v2_019211-RA	Caust.v2_019211
Caust.v2_019209-RA	Caust.v2_019209
Caust.v2_018606-RA	Caust.v2_018606
Caust.v2_018605-RA	Caust.v2_018605
Caust.v2_018608-RA	Caust.v2_018608
Caust.v2_018607-RA	Caust.v2_018607
Caust.v2_020664-RA	Caust.v2_020664
Caust.v2_020663-RA	Caust.v2_020663
Caust.v2_020868-RA	Caust.v2_020868
Caust.v2_020867-RA	Caust.v2_020867
Caust.v2_020739-RA	Caust.v2_020739
Caust.v2_020738-RA	Caust.v2_020738
Caust.v2_020273-RA	Caust.v2_020273
Caust.v2_020272-RA	Caust.v2_020272
Caust.v2_017144-RB	Caust.v2_017144
Caust.v2_017143-RA	Caust.v2_017143
Caust.v2_017144-RA	Caust.v2_017144
Caust.v2_017145-RA	Caust.v2_017145
Caust.v2_017473-RA	Caust.v2_017473
Caust.v2_017472-RA	Caust.v2_017472
Caust.v2_017471-RA	Caust.v2_017471
Caust.v2_017470-RA	Caust.v2_017470
Caust.v2_017469-RA	Caust.v2_017469
Caust.v2_017468-RA	Caust.v2_017468
Caust.v2_022254-RA	Caust.v2_022254
Caust.v2_022387-RA	Caust.v2_022387
Caust.v2_018216-RA	Caust.v2_018216
Caust.v2_018215-RA	Caust.v2_018215
Caust.v2_018214-RA	Caust.v2_018214
Caust.v2_018213-RA	Caust.v2_018213
Caust.v2_020245-RA	Caust.v2_020245
Caust.v2_020246-RA	Caust.v2_020246
Caust.v2_022017-RA	Caust.v2_022017
Caust.v2_019200-RA	Caust.v2_019200
Caust.v2_019201-RA	Caust.v2_019201
Caust.v2_019199-RA	Caust.v2_019199
Caust.v2_020030-RA	Caust.v2_020030
Caust.v2_020029-RA	Caust.v2_020029
Caust.v2_017359-RA	Caust.v2_017359
Caust.v2_017357-RA	Caust.v2_017357
Caust.v2_017355-RA	Caust.v2_017355
Caust.v2_017358-RA	Caust.v2_017358
Caust.v2_017357-RB	Caust.v2_017357
Caust.v2_017356-RA	Caust.v2_017356
Caust.v2_017360-RA	Caust.v2_017360
Caust.v2_017341-RA	Caust.v2_017341
Caust.v2_017338-RA	Caust.v2_017338
Caust.v2_017336-RA	Caust.v2_017336
Caust.v2_017337-RA	Caust.v2_017337
Caust.v2_017340-RA	Caust.v2_017340
Caust.v2_017339-RA	Caust.v2_017339
Caust.v2_020266-RA	Caust.v2_020266
Caust.v2_020265-RA	Caust.v2_020265
Caust.v2_022674-RA	Caust.v2_022674
Caust.v2_021080-RA	Caust.v2_021080
Caust.v2_021984-RA	Caust.v2_021984
Caust.v2_016507-RA	Caust.v2_016507
Caust.v2_016512-RA	Caust.v2_016512
Caust.v2_016508-RA	Caust.v2_016508
Caust.v2_016514-RA	Caust.v2_016514
Caust.v2_016509-RA	Caust.v2_016509
Caust.v2_016511-RA	Caust.v2_016511
Caust.v2_016513-RA	Caust.v2_016513
Caust.v2_016515-RA	Caust.v2_016515
Caust.v2_016510-RA	Caust.v2_016510
Caust.v2_018160-RA	Caust.v2_018160
Caust.v2_018161-RA	Caust.v2_018161
Caust.v2_018159-RA	Caust.v2_018159
Caust.v2_018158-RA	Caust.v2_018158
Caust.v2_018162-RA	Caust.v2_018162
Caust.v2_020061-RA	Caust.v2_020061
Caust.v2_021681-RA	Caust.v2_021681
Caust.v2_019280-RA	Caust.v2_019280
Caust.v2_019281-RA	Caust.v2_019281
Caust.v2_020960-RA	Caust.v2_020960
Caust.v2_020961-RA	Caust.v2_020961
Caust.v2_022581-RA	Caust.v2_022581
Caust.v2_018979-RA	Caust.v2_018979
Caust.v2_018980-RA	Caust.v2_018980
Caust.v2_018981-RA	Caust.v2_018981
Caust.v2_015419-RA	Caust.v2_015419
Caust.v2_015426-RA	Caust.v2_015426
Caust.v2_015425-RB	Caust.v2_015425
Caust.v2_015422-RA	Caust.v2_015422
Caust.v2_015423-RA	Caust.v2_015423
Caust.v2_015424-RA	Caust.v2_015424
Caust.v2_015418-RA	Caust.v2_015418
Caust.v2_015425-RA	Caust.v2_015425
Caust.v2_015420-RA	Caust.v2_015420
Caust.v2_015421-RA	Caust.v2_015421
Caust.v2_021491-RA	Caust.v2_021491
Caust.v2_022277-RA	Caust.v2_022277
Caust.v2_021165-RA	Caust.v2_021165
Caust.v2_022723-RA	Caust.v2_022723
Caust.v2_021066-RA	Caust.v2_021066
Caust.v2_021065-RA	Caust.v2_021065
Caust.v2_020087-RA	Caust.v2_020087
Caust.v2_020086-RA	Caust.v2_020086
Caust.v2_022598-RA	Caust.v2_022598
Caust.v2_017446-RC	Caust.v2_017446
Caust.v2_017445-RA	Caust.v2_017445
Caust.v2_017446-RB	Caust.v2_017446
Caust.v2_017447-RA	Caust.v2_017447
Caust.v2_017446-RA	Caust.v2_017446
Caust.v2_021464-RA	Caust.v2_021464
Caust.v2_022142-RA	Caust.v2_022142
Caust.v2_018483-RA	Caust.v2_018483
Caust.v2_018481-RA	Caust.v2_018481
Caust.v2_018482-RA	Caust.v2_018482
Caust.v2_014933-RA	Caust.v2_014933
Caust.v2_014937-RA	Caust.v2_014937
Caust.v2_014938-RA	Caust.v2_014938
Caust.v2_014934-RB	Caust.v2_014934
Caust.v2_014936-RA	Caust.v2_014936
Caust.v2_014935-RC	Caust.v2_014935
Caust.v2_014934-RD	Caust.v2_014934
Caust.v2_014934-RA	Caust.v2_014934
Caust.v2_014934-RC	Caust.v2_014934
Caust.v2_014934-RE	Caust.v2_014934
Caust.v2_014935-RB	Caust.v2_014935
Caust.v2_014935-RA	Caust.v2_014935
Caust.v2_014939-RA	Caust.v2_014939
Caust.v2_017528-RA	Caust.v2_017528
Caust.v2_017526-RA	Caust.v2_017526
Caust.v2_017525-RA	Caust.v2_017525
Caust.v2_017524-RA	Caust.v2_017524
Caust.v2_017527-RA	Caust.v2_017527
Caust.v2_017523-RA	Caust.v2_017523
Caust.v2_017522-RA	Caust.v2_017522
Caust.v2_020141-RA	Caust.v2_020141
Caust.v2_020140-RA	Caust.v2_020140
Caust.v2_018916-RA	Caust.v2_018916
Caust.v2_018918-RA	Caust.v2_018918
Caust.v2_018917-RA	Caust.v2_018917
Caust.v2_017619-RA	Caust.v2_017619
Caust.v2_017617-RA	Caust.v2_017617
Caust.v2_017618-RA	Caust.v2_017618
Caust.v2_017616-RA	Caust.v2_017616
Caust.v2_009483-RA	Caust.v2_009483
Caust.v2_009466-RA	Caust.v2_009466
Caust.v2_009489-RA	Caust.v2_009489
Caust.v2_009475-RA	Caust.v2_009475
Caust.v2_009492-RG	Caust.v2_009492
Caust.v2_009491-RA	Caust.v2_009491
Caust.v2_009486-RA	Caust.v2_009486
Caust.v2_009484-RA	Caust.v2_009484
Caust.v2_009469-RA	Caust.v2_009469
Caust.v2_009492-RD	Caust.v2_009492
Caust.v2_009487-RA	Caust.v2_009487
Caust.v2_009470-RA	Caust.v2_009470
Caust.v2_009472-RA	Caust.v2_009472
