GeneID	Function	Orthogroup
LOC724870	Background	OG0001908
LOC724872	Background	OG0007881
LOC724873	Signalling	OG0008038
LOC724874	Putative Immune	OG0009624
LOC724875	Background	OG0008008
LOC724876	Background	OG0001480
LOC724877	Background	OG0006056
LOC724878	Background	OG0009085
LOC724879	Background	OG0002773
LOC724885	Putative Immune	OG0004495
LOC724886	Background	OG0003763
LOC724888	Background	OG0004816
LOC724889	Background	OG0009389
LOC724890	Background	OG0004188
LOC724891	Background	OG0001745
LOC724892	Background	Unassigned
LOC724893	Background	OG0007692
LOC724895	Background	OG0009877
LOC724896	Background	OG0006434
LOC724899	Effector	OG0002761
LOC724900	Background	OG0010265
LOC724901	Background	OG0003883
LOC724903	Background	OG0008812
LOC724904	Background	OG0006194
LOC724907	Putative Immune	OG0000916
LOC724908	Background	OG0004146
LOC724909	Background	OG0000303
LOC724911	Background	OG0000017
LOC724912	Background	OG0005495
LOC724913	Background	Unassigned
LOC724914	Background	OG0005123
LOC724915	Background	OG0004692
LOC724916	Background	OG0009665
LOC724917	Signalling	OG0005223
LOC724919	Background	OG0000516
LOC724920	Background	OG0004389
LOC724921	Background	OG0008770
LOC724922	Background	OG0000755
LOC724923	Background	OG0001298
LOC724924	Background	OG0007131
LOC724925	Background	OG0001199
LOC724926	Background	OG0004315
LOC724927	Background	OG0003518
LOC724928	Background	OG0003009
LOC724929	Background	OG0003776
LOC724930	Signalling	OG0000607
LOC724931	Background	OG0008358
LOC724932	Background	OG0004516
LOC724933	Background	OG0000373
LOC724934	Background	OG0006975
LOC724935	Background	OG0003824
LOC724936	Background	OG0007090
LOC724937	Background	OG0005191
LOC724942	Background	OG0007934
LOC724943	Background	OG0008436
LOC724946	Background	OG0000144
LOC724947	Background	OG0005416
LOC724948	Background	OG0000846
LOC724950	Recognition	OG0003722
LOC724951	Putative Immune	OG0000916
LOC724952	Background	OG0007603
LOC724953	Background	OG0004710
LOC724954	Background	OG0004925
LOC724955	Background	OG0004575
LOC724959	Background	OG0001335
LOC724961	Background	OG0006861
LOC724962	Background	OG0000805
LOC724965	Background	OG0002578
LOC724969	Background	OG0001597
LOC724971	Background	OG0000994
LOC724973	Background	OG0006422
LOC724974	Background	OG0005539
LOC724976	Background	OG0005837
LOC724977	Background	OG0001940
LOC724979	Background	OG0003227
LOC724982	Background	OG0010807
LOC724983	Background	OG0004375
LOC724985	Background	OG0001991
LOC724986	Background	OG0002942
LOC724988	Background	OG0009028
LOC724991	Background	OG0002426
LOC724992	Background	OG0004327
LOC724993	Putative Immune	OG0000214
LOC724994	Background	OG0001560
LOC724995	Background	OG0000916
LOC724996	Background	OG0002262
LOC724997	Background	OG0005848
LOC724998	Background	OG0009121
LOC724999	Background	OG0008035
LOC725003	Background	OG0002782
LOC725005	Background	OG0010116
LOC725007	Background	OG0005565
LOC725008	Background	OG0008354
LOC725009	Background	OG0002360
LOC725011	Background	OG0008048
LOC725012	Background	OG0005452
LOC725013	Background	OG0002630
LOC725015	Background	OG0003385
LOC725017	Putative Immune	OG0000082
LOC725018	Background	OG0006758
LOC725019	Background	OG0005522
LOC725020	Background	OG0004515
LOC725021	Background	OG0008954
LOC725023	Background	OG0004698
LOC725024	Signalling	OG0007109
LOC725025	Background	OG0008772
LOC725026	Putative Immune	OG0005927
LOC725028	Background	OG0008240
LOC725031	Background	OG0000179
LOC725033	Background	OG0004871
LOC725036	Background	OG0004390
LOC725037	Background	OG0000039
LOC725038	Recognition	OG0004316
LOC725039	Background	OG0003996
LOC725040	Background	OG0001178
LOC725041	Recognition	OG0007354
LOC725042	Background	OG0008382
LOC725044	Background	OG0005076
LOC725045	Background	OG0006430
LOC725046	Background	OG0003127
LOC725047	Background	OG0007653
LOC725048	Background	OG0000567
LOC725049	Background	OG0008164
LOC725050	Background	OG0005560
LOC725051	Background	OG0000013
LOC725052	Background	OG0000017
LOC725053	Background	OG0002783
LOC725054	Background	OG0008412
LOC725055	Background	OG0007841
LOC725056	Background	OG0008477
LOC725057	Background	OG0001190
LOC725058	Background	OG0006607
LOC725059	Background	OG0000665
LOC725060	Background	OG0008492
LOC725061	Background	OG0003820
LOC725062	Background	OG0006230
LOC725064	Background	OG0008885
LOC725065	Background	OG0008359
LOC725067	Background	OG0001974
LOC725068	Signalling	OG0005569
LOC725069	Background	OG0005733
LOC725070	Background	OG0001137
LOC725074	Background	OG0005218
LOC725076	Background	OG0005180
LOC725078	Background	OG0005619
LOC725079	Background	OG0005268
LOC725081	Background	OG0001201
LOC725082	Background	OG0004195
LOC725084	Background	OG0002141
LOC725085	Putative Immune	OG0005966
LOC725086	Background	OG0008817
LOC725087	Background	OG0000144
LOC725088	Signalling	OG0003168
LOC725089	Background	OG0008015
LOC725091	Background	OG0003412
LOC725092	Background	OG0002375
LOC725093	Background	OG0000345
LOC725097	Background	OG0003074
LOC725098	Background	OG0002313
LOC725099	Background	OG0004760
LOC725101	Background	OG0009026
LOC725102	Background	OG0007843
LOC725105	Background	OG0001618
LOC725106	Putative Immune	OG0006719
LOC725107	Background	OG0003126
LOC725108	Background	OG0007629
LOC725111	Effector	OG0002784
LOC725114	Background	OG0009878
LOC725115	Background	OG0006152
LOC725117	Background	Unassigned
LOC725118	Background	OG0005114
LOC725119	Background	OG0001620
LOC725122	Background	OG0003869
LOC725123	Background	OG0009649
LOC725125	Background	OG0006502
LOC725127	Background	OG0007129
LOC725128	Background	OG0008442
LOC725130	Background	OG0001053
LOC725131	Background	OG0003629
LOC725134	Background	OG0005078
LOC725135	Background	OG0001930
LOC725136	Background	OG0001202
LOC725138	Background	OG0008734
LOC725142	Background	OG0002009
LOC725143	Background	OG0008344
LOC725144	Background	OG0001785
LOC725146	Background	OG0003351
LOC725147	Background	OG0005538
LOC725148	Background	OG0008180
LOC725149	Background	OG0004917
LOC725150	Background	OG0000332
LOC725151	Background	OG0001449
LOC725154	Signalling	OG0009345
LOC725155	Background	OG0002169
LOC725156	Background	OG0001443
LOC725157	Background	OG0004262
LOC725158	Recognition	OG0001412
LOC725159	Background	OG0000144
LOC725164	Background	OG0008459
LOC725165	Putative Immune	OG0007235
LOC725167	Background	OG0000888
LOC725169	Effector	OG0000579
LOC725170	Background	OG0007431
LOC725171	Background	OG0003504
LOC725173	Background	OG0001336
LOC725174	Background	OG0006669
LOC725175	Putative Immune	OG0010267
LOC725178	Background	OG0003084
LOC725179	Background	OG0007080
LOC725183	Background	OG0009027
LOC725184	Signalling	OG0007042
LOC725186	Background	OG0005854
LOC725187	Background	OG0001278
LOC725189	Background	OG0002154
LOC725190	Putative Immune	OG0003171
LOC725191	Background	OG0007373
LOC725192	Background	OG0004071
LOC725193	Background	OG0002583
LOC725194	Background	OG0007598
LOC725196	Background	OG0005019
LOC725197	Background	OG0005597
LOC725200	Background	OG0005881
LOC725201	Background	OG0003416
LOC725202	Putative Immune	OG0000087
LOC725204	Background	OG0005564
LOC725205	Background	OG0001082
LOC725207	Background	OG0006474
LOC725208	Background	OG0004851
LOC725209	Background	OG0009099
LOC725210	Background	OG0005216
LOC725211	Background	OG0000817
LOC725212	Background	OG0007432
LOC725215	Background	OG0009346
LOC725216	Background	OG0002562
LOC725217	Background	Unassigned
LOC725218	Background	OG0001698
LOC725219	Background	OG0002769
LOC725220	Background	OG0003241
LOC725224	Background	OG0005930
LOC725225	Putative Immune	OG0009029
LOC725227	Background	OG0008546
LOC725230	Background	OG0000056
LOC725233	Background	OG0010701
LOC725234	Background	OG0005001
LOC725237	Effector	OG0002063
LOC725238	Putative Immune	OG0000153
LOC725239	Background	OG0005277
LOC725240	Background	OG0009030
LOC725241	Background	OG0005328
LOC725243	Background	OG0007597
LOC725244	Background	OG0005890
LOC725245	Background	OG0004873
LOC725246	Background	OG0002212
LOC725247	Background	OG0002977
LOC725248	Background	OG0003553
LOC725250	Putative Immune	OG0000415
LOC725251	Background	OG0003453
LOC725252	Background	OG0000903
LOC725253	Background	OG0007838
LOC725254	Background	OG0004830
LOC725255	Background	OG0002283
LOC725258	Background	OG0001719
LOC725260	Background	OG0007701
LOC725261	Background	OG0006820
LOC725263	Signalling	OG0008547
LOC725264	Background	OG0007094
LOC725266	Background	OG0007050
LOC725267	Background	OG0006807
LOC725268	Background	OG0005491
LOC725269	Background	OG0006353
LOC725270	Background	OG0000944
LOC725272	Background	OG0000038
LOC725273	Effector	OG0003683
LOC725274	Background	OG0001008
LOC725279	Background	OG0009621
LOC725281	Background	OG0006219
LOC725283	Background	OG0003684
LOC725284	Background	OG0000375
LOC725286	Background	OG0006987
LOC725287	Background	OG0007006
LOC725288	Background	OG0000721
LOC725289	Background	OG0003709
LOC725290	Background	OG0001142
LOC725291	Background	OG0005664
LOC725294	Background	OG0002734
LOC725295	Background	OG0006634
LOC725298	Background	OG0003090
LOC725299	Background	OG0008445
LOC725301	Background	OG0003731
LOC725302	Background	OG0007737
LOC725303	Background	OG0004674
LOC725305	Background	Unassigned
LOC725306	Background	OG0007377
LOC725308	Background	OG0000066
LOC725309	Putative Immune	OG0010245
LOC725310	Background	OG0007040
LOC725311	Background	OG0001354
LOC725312	Background	OG0004431
LOC725315	Background	OG0005309
LOC725316	Background	OG0004798
LOC725317	Background	OG0003705
LOC725318	Background	OG0007248
LOC725320	Background	OG0000808
LOC725323	Background	OG0004669
LOC725324	Background	OG0007905
LOC725325	Background	OG0005451
LOC725326	Background	OG0002376
LOC725327	Background	OG0004826
LOC725328	Background	OG0003022
LOC725329	Background	OG0000734
LOC725330	Background	OG0003584
LOC725331	Background	OG0004709
LOC725332	Background	OG0005084
LOC725334	Background	OG0001504
LOC725335	Putative Immune	OG0004438
LOC725336	Background	OG0001469
LOC725337	Background	OG0007786
LOC725341	Background	OG0000806
LOC725343	Background	OG0007357
LOC725344	Background	OG0000047
LOC725345	Background	OG0006243
LOC725346	Background	OG0000051
LOC725348	Background	OG0007537
LOC725350	Background	OG0008195
LOC725351	Background	OG0007784
LOC725352	Background	OG0007751
LOC725353	Background	OG0005962
LOC725354	Background	OG0003560
LOC725357	Background	OG0001423
LOC725358	Background	OG0003304
LOC725359	Background	OG0009372
LOC725360	Background	OG0006507
LOC725361	Background	OG0006002
LOC725362	Background	OG0003099
LOC725363	Background	OG0007473
LOC725364	Background	OG0006067
LOC725365	Background	OG0007807
LOC725366	Putative Immune	OG0008154
LOC725368	Signalling	OG0008220
LOC725370	Background	OG0006282
LOC725372	Background	OG0008248
LOC725374	Signalling	OG0002253
LOC725376	Background	OG0002988
LOC725378	Background	OG0006947
LOC725379	Background	OG0003968
LOC725380	Background	OG0000087
LOC725381	Background	OG0010872
LOC725383	Background	OG0007683
LOC725386	Background	OG0009330
LOC725387	Background	OG0001899
LOC725388	Signalling	OG0004015
LOC725389	Putative Immune	OG0006140
LOC725390	Background	OG0008214
LOC725391	Background	OG0000709
LOC725393	Background	OG0005355
LOC725394	Background	OG0000232
LOC725395	Background	OG0001175
LOC725396	Background	OG0002295
LOC725397	Background	OG0006685
LOC725400	Background	OG0003895
LOC725401	Background	OG0003765
LOC725404	Signalling	OG0000034
LOC725405	Background	OG0002638
LOC725406	Background	OG0008892
LOC725407	Background	OG0005942
LOC725408	Background	OG0005330
LOC725409	Background	OG0007420
LOC725414	Background	OG0000038
LOC725415	Background	OG0002080
LOC725416	Background	OG0001966
LOC725417	Background	OG0008942
LOC725418	Background	OG0000578
LOC725419	Background	OG0004371
LOC725420	Background	OG0000051
LOC725421	Background	OG0005581
LOC725422	Background	OG0006146
LOC725424	Background	OG0008085
LOC725426	Background	OG0008697
LOC725427	Background	OG0008914
LOC725429	Background	OG0000737
LOC725432	Background	OG0005409
LOC725434	Background	OG0008548
LOC725435	Background	OG0006385
LOC725436	Background	OG0003050
LOC725438	Background	OG0001360
LOC725439	Background	OG0002042
LOC725441	Background	OG0003322
LOC725444	Background	OG0004267
LOC725450	Background	OG0000066
LOC725452	Background	OG0001117
LOC725453	Background	OG0001359
LOC725455	Background	OG0008634
LOC725456	Background	OG0000051
LOC725457	Background	OG0000436
LOC725458	Background	OG0008378
LOC725459	Background	OG0007246
LOC725460	Background	OG0001877
LOC725461	Background	OG0006391
LOC725462	Background	OG0006846
LOC725465	Background	OG0000728
LOC725467	Background	OG0002831
LOC725468	Background	OG0008338
LOC725469	Background	OG0000237
LOC725470	Background	OG0008574
LOC725473	Background	OG0003387
LOC725474	Background	OG0006660
LOC725475	Background	OG0002671
LOC725477	Background	Unassigned
LOC725478	Background	OG0008117
LOC725479	Background	OG0000270
LOC725480	Background	OG0008010
LOC725481	Background	OG0001588
LOC725482	Background	OG0005353
LOC725483	Background	OG0008600
LOC725485	Background	OG0008762
LOC725486	Background	OG0007142
LOC725489	Background	OG0001943
LOC725491	Background	OG0007436
LOC725492	Background	OG0006937
LOC725494	Background	OG0008549
LOC725495	Background	OG0005244
LOC725496	Background	OG0004035
LOC725498	Putative Immune	OG0001148
LOC725500	Background	OG0006841
LOC725501	Background	OG0005334
LOC725502	Background	OG0001101
LOC725503	Background	OG0005909
LOC725504	Background	OG0003631
LOC725505	Background	OG0006599
LOC725506	Background	OG0000822
LOC725510	Background	OG0000563
LOC725511	Background	Unassigned
LOC725512	Signalling	OG0002818
LOC725513	Background	OG0009371
LOC725515	Background	OG0005512
LOC725516	Background	OG0003583
LOC725518	Background	OG0001324
LOC725523	Background	OG0001964
LOC725524	Background	OG0008167
LOC725527	Background	OG0002405
LOC725528	Background	OG0004052
LOC725529	Background	OG0003221
LOC725530	Background	OG0002550
LOC725532	Background	OG0007282
LOC725536	Background	OG0001435
LOC725538	Background	OG0007390
LOC725539	Background	OG0003452
LOC725540	Background	OG0004930
LOC725541	Background	OG0003742
LOC725542	Background	OG0009064
LOC725543	Background	OG0004877
LOC725546	Background	Unassigned
LOC725547	Background	OG0002172
LOC725548	Background	OG0006508
LOC725550	Background	OG0001458
LOC725551	Signalling	OG0007566
LOC725552	Background	OG0002647
LOC725555	Background	OG0006780
LOC725556	Background	Unassigned
LOC725557	Background	OG0000248
LOC725558	Background	OG0005288
LOC725562	Background	OG0003106
LOC725563	Background	OG0002150
LOC725565	Background	OG0007923
LOC725566	Background	OG0001534
LOC725568	Background	OG0003212
LOC725569	Background	OG0006928
LOC725570	Background	OG0003789
LOC725571	Signalling	OG0004620
LOC725572	Background	OG0007187
LOC725573	Background	OG0008924
LOC725574	Background	OG0002934
LOC725575	Background	OG0000494
LOC725576	Background	OG0004761
LOC725577	Background	OG0005536
LOC725578	Background	OG0000724
LOC725579	Background	OG0001363
LOC725580	Background	OG0007933
LOC725581	Background	OG0004786
LOC725583	Background	OG0004657
LOC725584	Background	OG0005905
LOC725586	Background	OG0000467
LOC725587	Background	OG0007991
LOC725588	Background	OG0005271
LOC725589	Background	OG0003365
LOC725590	Background	OG0006875
LOC725591	Background	OG0006028
LOC725592	Background	OG0001916
LOC725593	Background	OG0000270
LOC725594	Background	OG0005511
LOC725595	Background	OG0005375
LOC725596	Background	OG0005188
LOC725598	Background	OG0006979
LOC725599	Background	OG0002522
LOC725603	Background	OG0008204
LOC725606	Background	OG0000391
LOC725607	Background	OG0000494
LOC725609	Background	OG0007513
LOC725611	Background	OG0002796
LOC725612	Background	OG0003463
LOC725613	Background	OG0007872
LOC725614	Background	OG0005170
LOC725615	Background	OG0005312
LOC725616	Background	OG0008589
LOC725617	Background	OG0000887
LOC725618	Background	OG0005961
LOC725619	Background	OG0007013
LOC725620	Background	OG0007851
LOC725621	Background	OG0000009
LOC725622	Background	OG0000422
LOC725623	Background	OG0006608
LOC725625	Background	OG0005253
LOC725626	Background	OG0003370
LOC725627	Background	OG0002434
LOC725628	Background	Unassigned
LOC725629	Background	OG0003521
LOC725630	Background	OG0003785
LOC725632	Background	OG0006779
LOC725633	Background	OG0003358
LOC725634	Background	OG0001056
LOC725638	Background	OG0003882
LOC725641	Background	OG0002157
LOC725642	Background	OG0005895
LOC725645	Background	OG0002645
LOC725646	Background	OG0001650
LOC725647	Background	OG0000058
LOC725649	Background	OG0004355
LOC725651	Background	OG0007745
LOC725653	Background	OG0001353
LOC725654	Background	OG0004921
LOC725656	Background	OG0006792
LOC725659	Background	OG0006718
LOC725660	Background	OG0001859
LOC725661	Signalling	OG0002699
LOC725662	Background	OG0007150
LOC725664	Background	OG0007569
LOC725665	Background	OG0004838
LOC725668	Background	OG0001433
LOC725669	Background	OG0003407
LOC725670	Putative Immune	OG0007682
LOC725671	Background	OG0003253
LOC725673	Background	OG0000580
LOC725675	Background	OG0003136
LOC725678	Background	OG0002669
LOC725679	Background	OG0007987
LOC725680	Background	OG0000943
LOC725681	Background	OG0004144
LOC725682	Background	OG0003072
LOC725683	Background	OG0001289
LOC725684	Background	OG0004544
LOC725685	Background	OG0005781
LOC725686	Background	OG0004922
LOC725687	Background	OG0002254
LOC725688	Background	OG0007236
LOC725689	Background	OG0004093
LOC725690	Background	OG0002606
LOC725696	Background	OG0003338
LOC725697	Background	OG0001391
LOC725698	Background	OG0006868
LOC725699	Background	OG0002540
LOC725700	Background	OG0006030
LOC725701	Background	OG0004823
LOC725703	Background	OG0006495
LOC725704	Background	OG0005676
LOC725705	Background	OG0008084
LOC725706	Background	OG0006342
LOC725707	Background	OG0000981
LOC725708	Background	OG0008033
LOC725710	Background	OG0002993
LOC725711	Background	OG0005990
LOC725712	Background	OG0004750
LOC725717	Background	OG0000782
LOC725718	Background	OG0003401
LOC725719	Background	OG0007116
LOC725720	Background	OG0007124
LOC725724	Background	OG0000465
LOC725725	Putative Immune	OG0000065
LOC725727	Background	OG0003842
LOC725729	Background	OG0003603
LOC725732	Background	OG0000590
LOC725733	Background	OG0005675
LOC725734	Background	OG0002624
LOC725736	Background	OG0000882
LOC725740	Background	OG0001981
LOC725742	Background	OG0009344
LOC725743	Background	OG0006212
LOC725744	Background	OG0005402
LOC725745	Background	OG0007125
LOC725746	Background	OG0009057
LOC725747	Background	OG0004324
LOC725748	Background	OG0005243
LOC725749	Background	OG0004923
LOC725750	Background	OG0003843
LOC725753	Background	OG0009040
LOC725754	Background	OG0005690
LOC725755	Background	OG0004352
LOC725756	Background	OG0000977
LOC725757	Background	OG0005252
LOC725758	Background	OG0003336
LOC725760	Background	OG0003813
LOC725761	Background	OG0006221
LOC725762	Background	OG0008550
LOC725764	Background	OG0003109
LOC725765	Background	OG0003837
LOC725766	Signalling	OG0000699
LOC725770	Signalling	OG0006024
LOC725774	Background	OG0008879
LOC725775	Background	OG0005993
LOC725776	Background	OG0004270
LOC725780	Background	OG0001448
LOC725781	Background	OG0004482
LOC725782	Background	OG0004476
LOC725783	Background	OG0008357
LOC725784	Background	OG0008095
LOC725786	Background	OG0008188
LOC725788	Background	OG0007988
LOC725789	Background	OG0008257
LOC725791	Background	OG0008011
LOC725792	Background	OG0006869
LOC725793	Background	OG0002667
LOC725795	Background	OG0003445
LOC725796	Background	OG0007699
LOC725797	Background	OG0006070
LOC725798	Background	OG0002035
LOC725799	Background	OG0006340
LOC725800	Background	OG0006403
LOC725801	Background	OG0007985
LOC725803	Background	OG0000239
LOC725804	Background	OG0000366
LOC725807	Background	OG0005284
LOC725811	Background	OG0008304
LOC725812	Background	OG0000219
LOC725813	Background	OG0005659
LOC725814	Background	OG0002346
LOC725816	Background	OG0000495
LOC725817	Background	OG0003613
LOC725818	Background	Unassigned
LOC725819	Background	OG0005807
LOC725821	Background	OG0010244
LOC725822	Background	OG0007837
LOC725823	Background	OG0009205
LOC725824	Background	OG0005906
LOC725826	Background	OG0002287
LOC725828	Background	OG0004783
LOC725829	Background	OG0002349
LOC725830	Background	OG0008168
LOC725831	Background	Unassigned
LOC725832	Recognition	OG0008514
LOC725834	Background	OG0002054
LOC725835	Background	OG0007044
LOC725837	Background	OG0004301
LOC725838	Background	OG0000366
LOC725840	Background	OG0001617
LOC725841	Background	OG0001094
LOC725842	Background	OG0000179
LOC725844	Background	OG0000293
LOC725848	Background	OG0001389
LOC725850	Background	OG0005574
LOC725854	Background	OG0004848
LOC725855	Background	OG0008468
LOC725856	Background	OG0003582
LOC725859	Background	OG0009031
LOC725860	Background	OG0002286
LOC725861	Background	OG0000336
LOC725864	Background	OG0002870
LOC725866	Background	OG0007474
LOC725867	Background	OG0002446
LOC725870	Recognition	OG0000239
LOC725871	Background	OG0006815
LOC725876	Background	OG0004048
LOC725877	Background	OG0008191
LOC725878	Background	OG0007640
LOC725879	Background	OG0007136
LOC725880	Background	OG0004600
LOC725881	Background	OG0008089
LOC725882	Background	OG0004584
LOC725883	Background	OG0007960
LOC725884	Background	OG0001812
LOC725885	Background	OG0003904
LOC725886	Background	OG0009032
LOC725887	Background	OG0008933
LOC725889	Background	OG0002216
LOC725890	Background	Unassigned
LOC725891	Background	OG0005250
LOC725892	Background	OG0009913
LOC725893	Background	OG0006411
LOC725894	Background	OG0002086
LOC725895	Background	OG0006906
LOC725896	Background	OG0008350
LOC725897	Background	OG0006499
LOC725898	Background	OG0007444
LOC725899	Background	OG0000535
LOC725900	Putative Immune	OG0002044
LOC725901	Background	OG0008551
LOC725903	Background	OG0007300
LOC725904	Background	OG0004810
LOC725905	Background	OG0005644
LOC725908	Background	OG0001992
LOC725909	Background	OG0007134
LOC725910	Background	OG0000585
LOC725914	Background	OG0010709
LOC725915	Background	OG0001607
LOC725918	Background	OG0005340
LOC725920	Background	OG0002641
LOC725922	Putative Immune	OG0008452
LOC725923	Background	OG0007279
LOC725924	Background	OG0005719
LOC725925	Background	OG0007211
LOC725926	Background	OG0005977
LOC725928	Background	OG0005317
LOC725930	Background	OG0001621
LOC725931	Background	OG0000708
LOC725934	Background	OG0001284
LOC725935	Background	OG0004799
LOC725936	Background	OG0000781
LOC725938	Background	OG0004958
LOC725941	Background	OG0008625
LOC725942	Background	OG0008619
LOC725943	Background	OG0006509
LOC725945	Background	OG0006336
LOC725946	Background	OG0008123
LOC725947	Background	OG0005804
LOC725948	Background	OG0004493
LOC725949	Background	OG0003133
LOC725950	Background	OG0004010
LOC725951	Background	OG0008323
LOC725952	Background	OG0005618
LOC725954	Background	OG0003054
LOC725957	Background	OG0002792
LOC725958	Background	OG0009294
LOC725959	Background	OG0003870
LOC725960	Background	OG0009622
LOC725961	Background	OG0008516
LOC725962	Background	OG0009080
LOC725963	Background	OG0008526
LOC725964	Background	OG0006284
LOC725965	Background	OG0005281
LOC725966	Background	OG0003585
LOC725967	Background	OG0002143
LOC725969	Background	OG0009492
LOC725970	Background	OG0003274
LOC725973	Background	OG0007965
LOC725974	Background	OG0002116
LOC725976	Background	OG0002885
LOC725977	Background	OG0008148
LOC725978	Background	Unassigned
LOC725980	Background	OG0003642
LOC725981	Background	OG0002462
LOC725982	Background	OG0006958
LOC725983	Background	OG0009413
LOC725984	Background	OG0008582
LOC725987	Background	OG0008337
LOC725988	Background	OG0009054
LOC725991	Background	OG0007189
LOC725992	Background	OG0006630
LOC725993	Background	OG0004857
LOC725997	Putative Immune	OG0000082
LOC725999	Background	OG0000307
LOC726000	Background	OG0005566
LOC726001	Background	OG0000278
LOC726002	Signalling	OG0003284
LOC726007	Background	OG0006876
LOC726009	Background	OG0002944
LOC726013	Background	OG0002332
LOC726014	Background	OG0005139
LOC726015	Background	OG0006959
LOC726016	Background	OG0004598
LOC726017	Background	OG0002989
LOC726018	Background	OG0004891
LOC726019	Background	OG0000841
LOC726020	Background	OG0005702
LOC726021	Background	OG0004671
LOC726024	Background	OG0006577
LOC726025	Background	OG0008511
LOC726027	Background	OG0009033
LOC726028	Background	OG0002240
LOC726029	Background	OG0003525
LOC726030	Background	OG0005183
LOC726031	Background	OG0007299
LOC726032	Background	OG0005023
LOC726033	Background	OG0003476
LOC726034	Background	OG0003639
LOC726039	Background	OG0001252
LOC726040	Putative Immune	OG0000671
LOC726041	Background	OG0003269
LOC726042	Background	OG0002498
LOC726043	Background	OG0006853
LOC726044	Background	OG0006697
LOC726045	Background	OG0006371
LOC726047	Background	OG0000547
LOC726050	Background	OG0003586
LOC726051	Background	OG0005488
LOC726053	Background	OG0005474
LOC726054	Background	OG0001656
LOC726056	Putative Immune	OG0003011
LOC726058	Putative Immune	OG0003746
LOC726060	Background	OG0001854
LOC726061	Background	OG0007508
LOC726062	Background	OG0006636
LOC726063	Background	OG0000948
LOC726065	Background	Unassigned
LOC726066	Background	OG0000197
LOC726067	Background	OG0006581
LOC726068	Background	OG0001766
LOC726069	Background	OG0006715
LOC726071	Background	OG0001032
LOC726072	Background	OG0008528
LOC726073	Background	OG0007983
LOC726074	Background	OG0004466
LOC726076	Background	OG0004564
LOC726077	Background	OG0005199
LOC726080	Background	OG0006274
LOC726081	Background	OG0000513
LOC726085	Background	OG0002947
LOC726086	Background	OG0008319
LOC726088	Background	OG0006343
LOC726092	Background	OG0004569
LOC726093	Background	OG0007214
LOC726094	Background	OG0003607
LOC726095	Background	OG0006099
LOC726096	Background	OG0007984
LOC726097	Background	OG0000120
LOC726099	Background	OG0002499
LOC726100	Background	OG0007203
LOC726101	Background	OG0009107
LOC726102	Background	OG0007948
LOC726103	Background	OG0004788
LOC726106	Background	OG0007817
LOC726107	Background	OG0005794
LOC726108	Background	OG0004124
LOC726110	Background	OG0001960
LOC726113	Background	OG0006172
LOC726115	Background	OG0005592
LOC726118	Background	OG0007760
LOC726119	Background	OG0001550
LOC726120	Background	OG0007345
LOC726121	Background	OG0001258
LOC726124	Background	OG0002441
LOC726125	Background	OG0009513
LOC726126	Background	OG0008371
LOC726128	Background	OG0003343
LOC726129	Background	Unassigned
LOC726130	Background	OG0002500
LOC726131	Background	OG0001316
LOC726132	Background	OG0002629
LOC726133	Background	OG0002003
LOC726134	Putative Immune	OG0000597
LOC726137	Background	OG0000666
LOC726139	Background	OG0008447
LOC726145	Background	OG0005826
LOC726147	Background	OG0007332
LOC726148	Background	OG0003719
LOC726149	Background	OG0002460
LOC726150	Background	OG0004876
LOC726151	Background	OG0003675
LOC726153	Background	OG0003876
LOC726155	Background	OG0003633
LOC726156	Background	OG0006101
LOC726158	Background	OG0005933
LOC726159	Background	OG0006369
LOC726160	Background	OG0002576
LOC726162	Background	OG0006289
LOC726163	Background	OG0000913
LOC726164	Background	OG0001853
LOC726165	Background	OG0006292
LOC726167	Background	OG0001771
LOC726171	Background	OG0000935
LOC726172	Signalling	OG0000191
LOC726174	Background	OG0003014
LOC726175	Background	OG0008150
LOC726176	Background	OG0002654
LOC726178	Background	OG0004527
LOC726179	Background	OG0004984
LOC726180	Background	OG0004897
LOC726184	Background	OG0005861
LOC726185	Background	OG0007496
LOC726187	Background	OG0007427
LOC726188	Background	OG0001817
LOC726189	Background	OG0003819
LOC726190	Background	OG0002296
LOC726193	Background	OG0002026
LOC726196	Background	OG0008030
LOC726197	Signalling	OG0004370
LOC726199	Background	OG0004985
LOC726200	Background	OG0002108
LOC726201	Background	OG0002245
LOC726204	Background	OG0005708
LOC726205	Background	OG0002923
LOC726206	Background	OG0003610
LOC726210	Background	OG0002745
LOC726212	Background	OG0006081
LOC726213	Background	OG0003465
LOC726215	Background	OG0004667
LOC726216	Background	OG0006934
LOC726218	Background	OG0008055
LOC726219	Background	OG0008115
LOC726220	Background	OG0003636
LOC726221	Background	OG0007317
LOC726222	Background	OG0006201
LOC726223	Background	OG0002114
LOC726225	Background	OG0004896
LOC726227	Background	OG0001484
LOC726228	Background	OG0006119
LOC726229	Background	OG0003609
LOC726230	Background	OG0006925
LOC726231	Background	OG0001076
LOC726232	Background	OG0008508
LOC726235	Background	OG0001717
LOC726236	Background	OG0002621
LOC726237	Background	OG0001302
LOC726238	Background	OG0002465
LOC726239	Background	OG0002632
LOC726240	Background	OG0001407
LOC726241	Background	OG0001624
LOC726243	Background	OG0005983
LOC726244	Background	OG0005063
LOC726247	Background	OG0004570
LOC726248	Background	OG0002922
LOC726250	Background	OG0003621
LOC726251	Background	OG0001446
