Transcript	Gene	Protein	CcalID
Caust.v2_021947-RA	Caust.v2_021947	Caust.v2_021947-RA	XP_017881748
Caust.v2_021948-RA	Caust.v2_021948	Caust.v2_021948-RA	XP_017875356
Caust.v2_021949-RA	Caust.v2_021949	Caust.v2_021949-RA	XP_017885199
Caust.v2_021950-RA	Caust.v2_021950	Caust.v2_021950-RA	XP_017882703
Caust.v2_021951-RA	Caust.v2_021951	Caust.v2_021951-RA	NA
Caust.v2_021952-RA	Caust.v2_021952	Caust.v2_021952-RA	NA
Caust.v2_021953-RA	Caust.v2_021953	Caust.v2_021953-RA	XP_017880980
Caust.v2_021954-RA	Caust.v2_021954	Caust.v2_021954-RA	NA
Caust.v2_021955-RA	Caust.v2_021955	Caust.v2_021955-RA	NA
Caust.v2_021956-RA	Caust.v2_021956	Caust.v2_021956-RA	XP_017891281
Caust.v2_021957-RA	Caust.v2_021957	Caust.v2_021957-RA	NA
Caust.v2_021958-RA	Caust.v2_021958	Caust.v2_021958-RA	NA
Caust.v2_021959-RA	Caust.v2_021959	Caust.v2_021959-RA	XP_026674549
Caust.v2_021960-RA	Caust.v2_021960	Caust.v2_021960-RA	NA
Caust.v2_021961-RA	Caust.v2_021961	Caust.v2_021961-RA	XP_026675046
Caust.v2_021962-RA	Caust.v2_021962	Caust.v2_021962-RA	NA
Caust.v2_021963-RA	Caust.v2_021963	Caust.v2_021963-RA	NA
Caust.v2_021964-RA	Caust.v2_021964	Caust.v2_021964-RA	XP_017883536
Caust.v2_021965-RA	Caust.v2_021965	Caust.v2_021965-RA	XP_017890933
Caust.v2_021966-RA	Caust.v2_021966	Caust.v2_021966-RA	NA
Caust.v2_021967-RA	Caust.v2_021967	Caust.v2_021967-RA	NA
Caust.v2_021968-RA	Caust.v2_021968	Caust.v2_021968-RA	NA
Caust.v2_021969-RA	Caust.v2_021969	Caust.v2_021969-RA	NA
Caust.v2_021970-RA	Caust.v2_021970	Caust.v2_021970-RA	XP_017875455
Caust.v2_021971-RA	Caust.v2_021971	Caust.v2_021971-RA	NA
Caust.v2_021972-RA	Caust.v2_021972	Caust.v2_021972-RA	NA
Caust.v2_021973-RA	Caust.v2_021973	Caust.v2_021973-RA	NA
Caust.v2_021974-RA	Caust.v2_021974	Caust.v2_021974-RA	XP_017886911
Caust.v2_021975-RA	Caust.v2_021975	Caust.v2_021975-RA	XP_017883541
Caust.v2_021976-RA	Caust.v2_021976	Caust.v2_021976-RA	NA
Caust.v2_021977-RA	Caust.v2_021977	Caust.v2_021977-RA	NA
Caust.v2_021978-RA	Caust.v2_021978	Caust.v2_021978-RA	NA
Caust.v2_021979-RA	Caust.v2_021979	Caust.v2_021979-RA	NA
Caust.v2_021980-RA	Caust.v2_021980	Caust.v2_021980-RA	XP_017881850
Caust.v2_021981-RA	Caust.v2_021981	Caust.v2_021981-RA	XP_026669642
Caust.v2_021982-RA	Caust.v2_021982	Caust.v2_021982-RA	NA
Caust.v2_021983-RA	Caust.v2_021983	Caust.v2_021983-RA	XP_017883520
Caust.v2_021984-RA	Caust.v2_021984	Caust.v2_021984-RA	NA
Caust.v2_021985-RA	Caust.v2_021985	Caust.v2_021985-RA	XP_017883941
Caust.v2_021986-RA	Caust.v2_021986	Caust.v2_021986-RA	NA
Caust.v2_021987-RA	Caust.v2_021987	Caust.v2_021987-RA	XP_017893157
Caust.v2_021988-RA	Caust.v2_021988	Caust.v2_021988-RA	NA
Caust.v2_021989-RA	Caust.v2_021989	Caust.v2_021989-RA	NA
Caust.v2_021990-RA	Caust.v2_021990	Caust.v2_021990-RA	NA
Caust.v2_021991-RA	Caust.v2_021991	Caust.v2_021991-RA	NA
Caust.v2_021992-RA	Caust.v2_021992	Caust.v2_021992-RA	NA
Caust.v2_021993-RA	Caust.v2_021993	Caust.v2_021993-RA	NA
Caust.v2_021994-RA	Caust.v2_021994	Caust.v2_021994-RA	NA
Caust.v2_021995-RA	Caust.v2_021995	Caust.v2_021995-RA	NA
Caust.v2_021996-RA	Caust.v2_021996	Caust.v2_021996-RA	NA
Caust.v2_021997-RA	Caust.v2_021997	Caust.v2_021997-RA	XP_026670228
Caust.v2_021998-RA	Caust.v2_021998	Caust.v2_021998-RA	NA
Caust.v2_021999-RA	Caust.v2_021999	Caust.v2_021999-RA	NA
Caust.v2_022000-RA	Caust.v2_022000	Caust.v2_022000-RA	NA
Caust.v2_022001-RA	Caust.v2_022001	Caust.v2_022001-RA	NA
Caust.v2_022002-RA	Caust.v2_022002	Caust.v2_022002-RA	XP_017892165
Caust.v2_022003-RA	Caust.v2_022003	Caust.v2_022003-RA	XP_017877428
Caust.v2_022004-RA	Caust.v2_022004	Caust.v2_022004-RA	NA
Caust.v2_022005-RA	Caust.v2_022005	Caust.v2_022005-RA	NA
Caust.v2_022006-RA	Caust.v2_022006	Caust.v2_022006-RA	NA
Caust.v2_022007-RA	Caust.v2_022007	Caust.v2_022007-RA	NA
Caust.v2_022008-RA	Caust.v2_022008	Caust.v2_022008-RA	XP_017876986
Caust.v2_022009-RA	Caust.v2_022009	Caust.v2_022009-RA	XP_026666490
Caust.v2_022010-RA	Caust.v2_022010	Caust.v2_022010-RA	XP_017875751
Caust.v2_022011-RA	Caust.v2_022011	Caust.v2_022011-RA	XP_026668286
Caust.v2_022012-RA	Caust.v2_022012	Caust.v2_022012-RA	NA
Caust.v2_022013-RA	Caust.v2_022013	Caust.v2_022013-RA	NA
Caust.v2_022014-RA	Caust.v2_022014	Caust.v2_022014-RA	NA
Caust.v2_022015-RA	Caust.v2_022015	Caust.v2_022015-RA	XP_017892708
Caust.v2_022016-RA	Caust.v2_022016	Caust.v2_022016-RA	NA
Caust.v2_022017-RA	Caust.v2_022017	Caust.v2_022017-RA	NA
Caust.v2_022018-RA	Caust.v2_022018	Caust.v2_022018-RA	XP_017875267
Caust.v2_022019-RA	Caust.v2_022019	Caust.v2_022019-RA	XP_017888307
Caust.v2_022020-RA	Caust.v2_022020	Caust.v2_022020-RA	XP_026673296
Caust.v2_022021-RA	Caust.v2_022021	Caust.v2_022021-RA	XP_017890315
Caust.v2_022022-RA	Caust.v2_022022	Caust.v2_022022-RA	NA
Caust.v2_022023-RA	Caust.v2_022023	Caust.v2_022023-RA	XP_017891909
Caust.v2_022024-RA	Caust.v2_022024	Caust.v2_022024-RA	XP_017876860
Caust.v2_022025-RA	Caust.v2_022025	Caust.v2_022025-RA	XP_026668165
Caust.v2_022026-RA	Caust.v2_022026	Caust.v2_022026-RA	NA
Caust.v2_022027-RA	Caust.v2_022027	Caust.v2_022027-RA	XP_017875472
Caust.v2_022028-RA	Caust.v2_022028	Caust.v2_022028-RA	NA
Caust.v2_022029-RA	Caust.v2_022029	Caust.v2_022029-RA	NA
Caust.v2_022030-RA	Caust.v2_022030	Caust.v2_022030-RA	NA
Caust.v2_022031-RA	Caust.v2_022031	Caust.v2_022031-RA	NA
Caust.v2_022032-RA	Caust.v2_022032	Caust.v2_022032-RA	XP_026668563
Caust.v2_022033-RA	Caust.v2_022033	Caust.v2_022033-RA	NA
Caust.v2_022034-RA	Caust.v2_022034	Caust.v2_022034-RA	NA
Caust.v2_022035-RA	Caust.v2_022035	Caust.v2_022035-RA	XP_026675293
Caust.v2_022036-RA	Caust.v2_022036	Caust.v2_022036-RA	XP_026674485
Caust.v2_022037-RA	Caust.v2_022037	Caust.v2_022037-RA	NA
Caust.v2_022038-RA	Caust.v2_022038	Caust.v2_022038-RA	XP_017881912
Caust.v2_022039-RA	Caust.v2_022039	Caust.v2_022039-RA	NA
Caust.v2_022040-RA	Caust.v2_022040	Caust.v2_022040-RA	NA
Caust.v2_022041-RA	Caust.v2_022041	Caust.v2_022041-RA	XP_026666592
Caust.v2_022042-RA	Caust.v2_022042	Caust.v2_022042-RA	NA
Caust.v2_022043-RA	Caust.v2_022043	Caust.v2_022043-RA	XP_017876731
Caust.v2_022044-RA	Caust.v2_022044	Caust.v2_022044-RA	NA
Caust.v2_022045-RA	Caust.v2_022045	Caust.v2_022045-RA	XP_026670049
Caust.v2_022046-RA	Caust.v2_022046	Caust.v2_022046-RA	NA
Caust.v2_022047-RA	Caust.v2_022047	Caust.v2_022047-RA	NA
Caust.v2_022048-RA	Caust.v2_022048	Caust.v2_022048-RA	XP_017882365
Caust.v2_022049-RA	Caust.v2_022049	Caust.v2_022049-RA	NA
Caust.v2_022050-RA	Caust.v2_022050	Caust.v2_022050-RA	NA
Caust.v2_022051-RA	Caust.v2_022051	Caust.v2_022051-RA	NA
Caust.v2_022052-RA	Caust.v2_022052	Caust.v2_022052-RA	XP_026666513
Caust.v2_022053-RA	Caust.v2_022053	Caust.v2_022053-RA	NA
Caust.v2_022054-RA	Caust.v2_022054	Caust.v2_022054-RA	NA
Caust.v2_022055-RA	Caust.v2_022055	Caust.v2_022055-RA	NA
Caust.v2_022056-RA	Caust.v2_022056	Caust.v2_022056-RA	XP_017890935
Caust.v2_022057-RA	Caust.v2_022057	Caust.v2_022057-RA	NA
Caust.v2_022058-RA	Caust.v2_022058	Caust.v2_022058-RA	NA
Caust.v2_022059-RA	Caust.v2_022059	Caust.v2_022059-RA	NA
Caust.v2_022060-RA	Caust.v2_022060	Caust.v2_022060-RA	XP_026671294
Caust.v2_022061-RA	Caust.v2_022061	Caust.v2_022061-RA	NA
Caust.v2_022062-RA	Caust.v2_022062	Caust.v2_022062-RA	NA
Caust.v2_022063-RA	Caust.v2_022063	Caust.v2_022063-RA	NA
Caust.v2_022064-RA	Caust.v2_022064	Caust.v2_022064-RA	XP_017893578
Caust.v2_022065-RA	Caust.v2_022065	Caust.v2_022065-RA	XP_017888524
Caust.v2_022066-RA	Caust.v2_022066	Caust.v2_022066-RA	XP_017877090
Caust.v2_022067-RA	Caust.v2_022067	Caust.v2_022067-RA	NA
Caust.v2_022068-RA	Caust.v2_022068	Caust.v2_022068-RA	XP_017888080
Caust.v2_022069-RA	Caust.v2_022069	Caust.v2_022069-RA	NA
Caust.v2_022070-RA	Caust.v2_022070	Caust.v2_022070-RA	XP_017881771
Caust.v2_022071-RA	Caust.v2_022071	Caust.v2_022071-RA	XP_017879825
Caust.v2_022072-RA	Caust.v2_022072	Caust.v2_022072-RA	NA
Caust.v2_022073-RA	Caust.v2_022073	Caust.v2_022073-RA	XP_026674049
Caust.v2_022074-RA	Caust.v2_022074	Caust.v2_022074-RA	NA
Caust.v2_022075-RA	Caust.v2_022075	Caust.v2_022075-RA	NA
Caust.v2_022076-RA	Caust.v2_022076	Caust.v2_022076-RA	XP_017884384
Caust.v2_022077-RA	Caust.v2_022077	Caust.v2_022077-RA	NA
Caust.v2_022078-RA	Caust.v2_022078	Caust.v2_022078-RA	NA
Caust.v2_022079-RA	Caust.v2_022079	Caust.v2_022079-RA	XP_017893564
Caust.v2_022080-RA	Caust.v2_022080	Caust.v2_022080-RA	NA
Caust.v2_022081-RA	Caust.v2_022081	Caust.v2_022081-RA	NA
Caust.v2_022082-RA	Caust.v2_022082	Caust.v2_022082-RA	XP_017888722
Caust.v2_022083-RA	Caust.v2_022083	Caust.v2_022083-RA	NA
Caust.v2_022084-RA	Caust.v2_022084	Caust.v2_022084-RA	NA
Caust.v2_022085-RA	Caust.v2_022085	Caust.v2_022085-RA	NA
Caust.v2_022086-RA	Caust.v2_022086	Caust.v2_022086-RA	NA
Caust.v2_022087-RA	Caust.v2_022087	Caust.v2_022087-RA	NA
Caust.v2_022088-RA	Caust.v2_022088	Caust.v2_022088-RA	NA
Caust.v2_022089-RA	Caust.v2_022089	Caust.v2_022089-RA	XP_017881529
Caust.v2_022090-RA	Caust.v2_022090	Caust.v2_022090-RA	XP_026667545
Caust.v2_022091-RA	Caust.v2_022091	Caust.v2_022091-RA	NA
Caust.v2_022092-RA	Caust.v2_022092	Caust.v2_022092-RA	NA
Caust.v2_022093-RA	Caust.v2_022093	Caust.v2_022093-RA	NA
Caust.v2_022094-RA	Caust.v2_022094	Caust.v2_022094-RA	XP_017892715
Caust.v2_022095-RA	Caust.v2_022095	Caust.v2_022095-RA	XP_017881147
Caust.v2_022096-RA	Caust.v2_022096	Caust.v2_022096-RA	NA
Caust.v2_022097-RA	Caust.v2_022097	Caust.v2_022097-RA	NA
Caust.v2_022098-RA	Caust.v2_022098	Caust.v2_022098-RA	NA
Caust.v2_022099-RA	Caust.v2_022099	Caust.v2_022099-RA	XP_017882839
Caust.v2_022100-RA	Caust.v2_022100	Caust.v2_022100-RA	XP_017881157
Caust.v2_022101-RA	Caust.v2_022101	Caust.v2_022101-RA	NA
Caust.v2_022102-RA	Caust.v2_022102	Caust.v2_022102-RA	NA
Caust.v2_022103-RA	Caust.v2_022103	Caust.v2_022103-RA	XP_026667460
Caust.v2_022104-RA	Caust.v2_022104	Caust.v2_022104-RA	NA
Caust.v2_022105-RA	Caust.v2_022105	Caust.v2_022105-RA	XP_026672994
Caust.v2_022106-RA	Caust.v2_022106	Caust.v2_022106-RA	NA
Caust.v2_022107-RA	Caust.v2_022107	Caust.v2_022107-RA	XP_017889999
Caust.v2_022108-RA	Caust.v2_022108	Caust.v2_022108-RA	NA
Caust.v2_022109-RA	Caust.v2_022109	Caust.v2_022109-RA	XP_026669119
Caust.v2_022110-RA	Caust.v2_022110	Caust.v2_022110-RA	NA
Caust.v2_022111-RA	Caust.v2_022111	Caust.v2_022111-RA	NA
Caust.v2_022112-RA	Caust.v2_022112	Caust.v2_022112-RA	NA
Caust.v2_022113-RA	Caust.v2_022113	Caust.v2_022113-RA	XP_017889286
Caust.v2_022114-RA	Caust.v2_022114	Caust.v2_022114-RA	XP_026673154
Caust.v2_022115-RA	Caust.v2_022115	Caust.v2_022115-RA	NA
Caust.v2_022116-RA	Caust.v2_022116	Caust.v2_022116-RA	XP_017884982
Caust.v2_022117-RA	Caust.v2_022117	Caust.v2_022117-RA	NA
Caust.v2_022118-RA	Caust.v2_022118	Caust.v2_022118-RA	NA
Caust.v2_022119-RA	Caust.v2_022119	Caust.v2_022119-RA	XP_026674734
Caust.v2_022120-RA	Caust.v2_022120	Caust.v2_022120-RA	NA
Caust.v2_022121-RA	Caust.v2_022121	Caust.v2_022121-RA	NA
Caust.v2_022122-RA	Caust.v2_022122	Caust.v2_022122-RA	NA
Caust.v2_022123-RA	Caust.v2_022123	Caust.v2_022123-RA	NA
Caust.v2_022124-RA	Caust.v2_022124	Caust.v2_022124-RA	XP_026669169
Caust.v2_022125-RA	Caust.v2_022125	Caust.v2_022125-RA	NA
Caust.v2_022126-RA	Caust.v2_022126	Caust.v2_022126-RA	NA
Caust.v2_022127-RA	Caust.v2_022127	Caust.v2_022127-RA	NA
Caust.v2_022128-RA	Caust.v2_022128	Caust.v2_022128-RA	NA
Caust.v2_022129-RA	Caust.v2_022129	Caust.v2_022129-RA	XP_017890681
Caust.v2_022130-RA	Caust.v2_022130	Caust.v2_022130-RA	NA
Caust.v2_022131-RA	Caust.v2_022131	Caust.v2_022131-RA	NA
Caust.v2_022132-RA	Caust.v2_022132	Caust.v2_022132-RA	XP_017883299
Caust.v2_022133-RA	Caust.v2_022133	Caust.v2_022133-RA	XP_026668171
Caust.v2_022134-RA	Caust.v2_022134	Caust.v2_022134-RA	NA
Caust.v2_022135-RA	Caust.v2_022135	Caust.v2_022135-RA	NA
Caust.v2_022136-RA	Caust.v2_022136	Caust.v2_022136-RA	NA
Caust.v2_022137-RA	Caust.v2_022137	Caust.v2_022137-RA	NA
Caust.v2_022138-RA	Caust.v2_022138	Caust.v2_022138-RA	XP_017889672
Caust.v2_022139-RA	Caust.v2_022139	Caust.v2_022139-RA	NA
Caust.v2_022140-RA	Caust.v2_022140	Caust.v2_022140-RA	NA
Caust.v2_022141-RA	Caust.v2_022141	Caust.v2_022141-RA	NA
Caust.v2_022142-RA	Caust.v2_022142	Caust.v2_022142-RA	XP_017891417
Caust.v2_022143-RA	Caust.v2_022143	Caust.v2_022143-RA	NA
Caust.v2_022144-RA	Caust.v2_022144	Caust.v2_022144-RA	XP_026670106
Caust.v2_022145-RA	Caust.v2_022145	Caust.v2_022145-RA	XP_017893022
Caust.v2_022146-RA	Caust.v2_022146	Caust.v2_022146-RA	XP_017886618
Caust.v2_022147-RA	Caust.v2_022147	Caust.v2_022147-RA	XP_017893588
Caust.v2_022148-RA	Caust.v2_022148	Caust.v2_022148-RA	NA
Caust.v2_022149-RA	Caust.v2_022149	Caust.v2_022149-RA	XP_017885123
Caust.v2_022150-RA	Caust.v2_022150	Caust.v2_022150-RA	NA
Caust.v2_022151-RA	Caust.v2_022151	Caust.v2_022151-RA	NA
Caust.v2_022152-RA	Caust.v2_022152	Caust.v2_022152-RA	NA
Caust.v2_022153-RA	Caust.v2_022153	Caust.v2_022153-RA	NA
Caust.v2_022154-RA	Caust.v2_022154	Caust.v2_022154-RA	NA
Caust.v2_022155-RA	Caust.v2_022155	Caust.v2_022155-RA	NA
Caust.v2_022156-RA	Caust.v2_022156	Caust.v2_022156-RA	NA
Caust.v2_022157-RA	Caust.v2_022157	Caust.v2_022157-RA	XP_026669312
Caust.v2_022158-RA	Caust.v2_022158	Caust.v2_022158-RA	NA
Caust.v2_022159-RA	Caust.v2_022159	Caust.v2_022159-RA	NA
Caust.v2_022160-RA	Caust.v2_022160	Caust.v2_022160-RA	NA
Caust.v2_022161-RA	Caust.v2_022161	Caust.v2_022161-RA	NA
Caust.v2_022162-RA	Caust.v2_022162	Caust.v2_022162-RA	NA
Caust.v2_022163-RA	Caust.v2_022163	Caust.v2_022163-RA	NA
Caust.v2_022164-RA	Caust.v2_022164	Caust.v2_022164-RA	NA
Caust.v2_022165-RA	Caust.v2_022165	Caust.v2_022165-RA	NA
Caust.v2_022166-RA	Caust.v2_022166	Caust.v2_022166-RA	XP_026673661
Caust.v2_022167-RA	Caust.v2_022167	Caust.v2_022167-RA	NA
Caust.v2_022168-RA	Caust.v2_022168	Caust.v2_022168-RA	NA
Caust.v2_022169-RA	Caust.v2_022169	Caust.v2_022169-RA	XP_026667148
Caust.v2_022170-RA	Caust.v2_022170	Caust.v2_022170-RA	NA
Caust.v2_022171-RA	Caust.v2_022171	Caust.v2_022171-RA	NA
Caust.v2_022172-RA	Caust.v2_022172	Caust.v2_022172-RA	XP_026669749
Caust.v2_022173-RA	Caust.v2_022173	Caust.v2_022173-RA	NA
Caust.v2_022174-RA	Caust.v2_022174	Caust.v2_022174-RA	XP_017888186
Caust.v2_022175-RA	Caust.v2_022175	Caust.v2_022175-RA	NA
Caust.v2_022176-RA	Caust.v2_022176	Caust.v2_022176-RA	NA
Caust.v2_022177-RA	Caust.v2_022177	Caust.v2_022177-RA	XP_026669184
Caust.v2_022178-RA	Caust.v2_022178	Caust.v2_022178-RA	NA
Caust.v2_022179-RA	Caust.v2_022179	Caust.v2_022179-RA	NA
Caust.v2_022180-RA	Caust.v2_022180	Caust.v2_022180-RA	NA
Caust.v2_022181-RA	Caust.v2_022181	Caust.v2_022181-RA	XP_017881011
Caust.v2_022182-RA	Caust.v2_022182	Caust.v2_022182-RA	XP_026666876
Caust.v2_022183-RA	Caust.v2_022183	Caust.v2_022183-RA	NA
Caust.v2_022184-RA	Caust.v2_022184	Caust.v2_022184-RA	NA
Caust.v2_022185-RA	Caust.v2_022185	Caust.v2_022185-RA	XP_026667099
Caust.v2_022186-RA	Caust.v2_022186	Caust.v2_022186-RA	XP_017879717
Caust.v2_022187-RA	Caust.v2_022187	Caust.v2_022187-RA	NA
Caust.v2_022188-RA	Caust.v2_022188	Caust.v2_022188-RA	NA
Caust.v2_022189-RA	Caust.v2_022189	Caust.v2_022189-RA	NA
Caust.v2_022190-RA	Caust.v2_022190	Caust.v2_022190-RA	NA
Caust.v2_022191-RA	Caust.v2_022191	Caust.v2_022191-RA	NA
Caust.v2_022192-RA	Caust.v2_022192	Caust.v2_022192-RA	NA
Caust.v2_022193-RA	Caust.v2_022193	Caust.v2_022193-RA	XP_017878531
Caust.v2_022194-RA	Caust.v2_022194	Caust.v2_022194-RA	NA
Caust.v2_022195-RA	Caust.v2_022195	Caust.v2_022195-RA	XP_017875755
Caust.v2_022196-RA	Caust.v2_022196	Caust.v2_022196-RA	XP_026669237
Caust.v2_022197-RA	Caust.v2_022197	Caust.v2_022197-RA	XP_017890388
Caust.v2_022198-RA	Caust.v2_022198	Caust.v2_022198-RA	NA
Caust.v2_022199-RA	Caust.v2_022199	Caust.v2_022199-RA	NA
Caust.v2_022200-RA	Caust.v2_022200	Caust.v2_022200-RA	NA
Caust.v2_022201-RA	Caust.v2_022201	Caust.v2_022201-RA	XP_017888050
Caust.v2_022202-RA	Caust.v2_022202	Caust.v2_022202-RA	NA
Caust.v2_022203-RA	Caust.v2_022203	Caust.v2_022203-RA	NA
Caust.v2_022204-RA	Caust.v2_022204	Caust.v2_022204-RA	NA
Caust.v2_022205-RA	Caust.v2_022205	Caust.v2_022205-RA	NA
Caust.v2_022206-RA	Caust.v2_022206	Caust.v2_022206-RA	XP_026675293
Caust.v2_022207-RA	Caust.v2_022207	Caust.v2_022207-RA	NA
Caust.v2_022208-RA	Caust.v2_022208	Caust.v2_022208-RA	NA
Caust.v2_022209-RA	Caust.v2_022209	Caust.v2_022209-RA	NA
Caust.v2_022210-RA	Caust.v2_022210	Caust.v2_022210-RA	XP_026675077
Caust.v2_022211-RA	Caust.v2_022211	Caust.v2_022211-RA	NA
Caust.v2_022212-RA	Caust.v2_022212	Caust.v2_022212-RA	XP_026667840
Caust.v2_022213-RA	Caust.v2_022213	Caust.v2_022213-RA	NA
Caust.v2_022214-RA	Caust.v2_022214	Caust.v2_022214-RA	XP_017875880
Caust.v2_022215-RA	Caust.v2_022215	Caust.v2_022215-RA	NA
Caust.v2_022216-RA	Caust.v2_022216	Caust.v2_022216-RA	XP_026671155
Caust.v2_022217-RA	Caust.v2_022217	Caust.v2_022217-RA	NA
Caust.v2_022218-RA	Caust.v2_022218	Caust.v2_022218-RA	NA
Caust.v2_022219-RA	Caust.v2_022219	Caust.v2_022219-RA	NA
Caust.v2_022220-RA	Caust.v2_022220	Caust.v2_022220-RA	NA
Caust.v2_022221-RA	Caust.v2_022221	Caust.v2_022221-RA	NA
Caust.v2_022222-RA	Caust.v2_022222	Caust.v2_022222-RA	NA
Caust.v2_022223-RA	Caust.v2_022223	Caust.v2_022223-RA	NA
Caust.v2_022224-RA	Caust.v2_022224	Caust.v2_022224-RA	NA
Caust.v2_022225-RA	Caust.v2_022225	Caust.v2_022225-RA	XP_017875529
Caust.v2_022226-RA	Caust.v2_022226	Caust.v2_022226-RA	NA
Caust.v2_022227-RA	Caust.v2_022227	Caust.v2_022227-RA	NA
Caust.v2_022228-RA	Caust.v2_022228	Caust.v2_022228-RA	NA
Caust.v2_022229-RA	Caust.v2_022229	Caust.v2_022229-RA	NA
Caust.v2_022230-RA	Caust.v2_022230	Caust.v2_022230-RA	XP_017887970
Caust.v2_022231-RA	Caust.v2_022231	Caust.v2_022231-RA	NA
Caust.v2_022232-RA	Caust.v2_022232	Caust.v2_022232-RA	NA
Caust.v2_022233-RA	Caust.v2_022233	Caust.v2_022233-RA	NA
Caust.v2_022234-RA	Caust.v2_022234	Caust.v2_022234-RA	NA
Caust.v2_022235-RA	Caust.v2_022235	Caust.v2_022235-RA	NA
Caust.v2_022236-RA	Caust.v2_022236	Caust.v2_022236-RA	NA
Caust.v2_022237-RA	Caust.v2_022237	Caust.v2_022237-RA	NA
Caust.v2_022238-RA	Caust.v2_022238	Caust.v2_022238-RA	NA
Caust.v2_022239-RA	Caust.v2_022239	Caust.v2_022239-RA	NA
Caust.v2_022240-RA	Caust.v2_022240	Caust.v2_022240-RA	XP_017880836
Caust.v2_022241-RA	Caust.v2_022241	Caust.v2_022241-RA	NA
Caust.v2_022242-RA	Caust.v2_022242	Caust.v2_022242-RA	NA
Caust.v2_022243-RA	Caust.v2_022243	Caust.v2_022243-RA	NA
Caust.v2_022244-RA	Caust.v2_022244	Caust.v2_022244-RA	NA
Caust.v2_022245-RA	Caust.v2_022245	Caust.v2_022245-RA	XP_017893330
Caust.v2_022246-RA	Caust.v2_022246	Caust.v2_022246-RA	XP_017879105
Caust.v2_022247-RA	Caust.v2_022247	Caust.v2_022247-RA	XP_017884699
Caust.v2_022248-RA	Caust.v2_022248	Caust.v2_022248-RA	NA
Caust.v2_022249-RA	Caust.v2_022249	Caust.v2_022249-RA	NA
Caust.v2_022250-RA	Caust.v2_022250	Caust.v2_022250-RA	XP_026675386
Caust.v2_022251-RA	Caust.v2_022251	Caust.v2_022251-RA	NA
Caust.v2_022252-RA	Caust.v2_022252	Caust.v2_022252-RA	NA
Caust.v2_022253-RA	Caust.v2_022253	Caust.v2_022253-RA	XP_026670815
Caust.v2_022254-RA	Caust.v2_022254	Caust.v2_022254-RA	NA
Caust.v2_022255-RA	Caust.v2_022255	Caust.v2_022255-RA	NA
Caust.v2_022256-RA	Caust.v2_022256	Caust.v2_022256-RA	NA
Caust.v2_022257-RA	Caust.v2_022257	Caust.v2_022257-RA	NA
Caust.v2_022258-RA	Caust.v2_022258	Caust.v2_022258-RA	XP_017877002
Caust.v2_022259-RA	Caust.v2_022259	Caust.v2_022259-RA	NA
Caust.v2_022260-RA	Caust.v2_022260	Caust.v2_022260-RA	XP_026672764
Caust.v2_022261-RA	Caust.v2_022261	Caust.v2_022261-RA	XP_026670730
Caust.v2_022262-RA	Caust.v2_022262	Caust.v2_022262-RA	NA
Caust.v2_022263-RA	Caust.v2_022263	Caust.v2_022263-RA	NA
Caust.v2_022264-RA	Caust.v2_022264	Caust.v2_022264-RA	NA
Caust.v2_022265-RA	Caust.v2_022265	Caust.v2_022265-RA	NA
Caust.v2_022266-RA	Caust.v2_022266	Caust.v2_022266-RA	NA
Caust.v2_022267-RA	Caust.v2_022267	Caust.v2_022267-RA	XP_017892653
Caust.v2_022268-RA	Caust.v2_022268	Caust.v2_022268-RA	XP_026672764
Caust.v2_022269-RA	Caust.v2_022269	Caust.v2_022269-RA	XP_017888015
Caust.v2_022270-RA	Caust.v2_022270	Caust.v2_022270-RA	NA
Caust.v2_022271-RA	Caust.v2_022271	Caust.v2_022271-RA	NA
Caust.v2_022272-RA	Caust.v2_022272	Caust.v2_022272-RA	XP_017888354
Caust.v2_022273-RA	Caust.v2_022273	Caust.v2_022273-RA	NA
Caust.v2_022274-RA	Caust.v2_022274	Caust.v2_022274-RA	NA
Caust.v2_022275-RA	Caust.v2_022275	Caust.v2_022275-RA	XP_017882797
Caust.v2_022276-RA	Caust.v2_022276	Caust.v2_022276-RA	NA
Caust.v2_022277-RA	Caust.v2_022277	Caust.v2_022277-RA	NA
Caust.v2_022278-RA	Caust.v2_022278	Caust.v2_022278-RA	XP_026666465
Caust.v2_022279-RA	Caust.v2_022279	Caust.v2_022279-RA	NA
Caust.v2_022280-RA	Caust.v2_022280	Caust.v2_022280-RA	XP_026670185
Caust.v2_022281-RA	Caust.v2_022281	Caust.v2_022281-RA	NA
Caust.v2_022282-RA	Caust.v2_022282	Caust.v2_022282-RA	XP_017879062
Caust.v2_022283-RA	Caust.v2_022283	Caust.v2_022283-RA	NA
Caust.v2_022284-RA	Caust.v2_022284	Caust.v2_022284-RA	NA
Caust.v2_022285-RA	Caust.v2_022285	Caust.v2_022285-RA	NA
Caust.v2_022286-RA	Caust.v2_022286	Caust.v2_022286-RA	XP_017890914
Caust.v2_022287-RA	Caust.v2_022287	Caust.v2_022287-RA	NA
Caust.v2_022288-RA	Caust.v2_022288	Caust.v2_022288-RA	NA
Caust.v2_022289-RA	Caust.v2_022289	Caust.v2_022289-RA	XP_017884207
Caust.v2_022290-RA	Caust.v2_022290	Caust.v2_022290-RA	NA
Caust.v2_022291-RA	Caust.v2_022291	Caust.v2_022291-RA	NA
Caust.v2_022292-RA	Caust.v2_022292	Caust.v2_022292-RA	NA
