LOC106783577	XM_014746502.1
LOC106791289	XM_014756824.1
LOC106791290	XR_001382161.1
LOC106791291	XM_014756825.1
LOC106791292	XM_014756826.1
LOC106791293	XM_014756827.1
LOC106791294	XM_014756828.1
LOC106791295	XM_014756832.1
LOC106791296	XM_014756830.1
LOC106791297	XM_014756834.1
LOC106791298	XM_014756835.1
LOC106791299	XM_014756838.1
LOC106791300	XM_014756840.1
LOC106791301	XM_014756841.1
LOC106791302	XM_014756845.1
LOC106791303	XM_014756842.1
LOC106791304	XM_014756843.1
LOC106791305	XM_014756844.1
LOC106791306	XM_014756846.1
LOC106791307	XM_014756848.1
LOC106791308	XM_014756850.1
LOC106791309	XR_001382162.1
LOC106791310	XM_014756853.1
LOC106791311	XM_014756856.1
LOC106791312	XM_014756859.1
LOC106791313	XM_014756866.1
LOC106791314	XM_014756867.1
LOC106791315	XM_014756873.1
LOC106791316	XM_014756875.1
LOC106791317	XM_014756874.1
LOC106791318	XM_014756876.1
LOC106791319	XR_001382170.1
LOC106791320	XM_014756877.1
LOC106791321	XM_014756878.1
LOC106791322	XM_014756879.1
LOC106791323	XM_014756881.1
LOC106791324	XM_014756886.1
LOC106791325	XM_014756882.1
LOC106791326	XM_014756885.1
LOC106791327	XM_014756887.1
LOC106791328	XM_014756888.1
LOC106791329	XR_001382171.1
LOC106791330	XM_014756890.1
LOC106791331	XM_014756891.1
LOC106791332	XM_014756892.1
LOC106791333	XM_014756895.1
LOC106791334	XM_014756896.1
LOC106791335	XM_014756897.1
LOC106791336	XM_014756907.1
LOC106791337	XM_014756905.1
LOC106791338	XM_014756908.1
LOC106791339	XM_014756909.1
LOC106791340	XM_014756910.1
LOC106791341	XM_014756911.1
LOC106791342	XM_014756912.1
LOC106791343	XM_014756915.1
LOC106791344	XM_014756920.1
LOC106791345	XM_014756916.1
LOC106791346	XR_001382172.1
LOC106791347	XM_014756921.1
LOC106791348	XM_014756922.1
LOC106791349	XM_014756923.1
LOC106791350	XM_014756924.1
LOC106791351	XM_014756925.1
LOC106791352	XM_014756926.1
LOC106791353	XM_014756931.1
LOC106791354	XM_014756927.1
LOC106791355	XM_014756929.1
LOC106791356	XM_014756932.1
LOC106791357	XM_014756934.1
LOC106791358	XM_014756936.1
LOC106791359	XM_014756937.1
LOC106791360	XM_014756938.1
LOC106791361	XM_014756940.1
LOC106791362	XM_014756942.1
LOC106791363	XM_014756943.1
LOC106791364	XM_014756944.1
LOC106791365	XM_014756945.1
LOC106791366	XM_014756948.1
LOC106791367	XM_014756950.1
LOC106791368	XM_014756953.1
LOC106791369	XM_014756961.1
LOC106791370	XM_014756962.1
LOC106791371	XM_014756969.1
LOC106791372	XM_014756972.1
LOC106791373	XM_014756973.1
LOC106791374	XM_014756974.1
LOC106791375	XM_014756979.1
LOC106791376	XM_014756975.1
LOC106791377	XM_014756977.1
LOC106791378	XM_014756980.1
LOC106791379	XM_014756981.1
LOC106791380	XM_014756982.1
LOC106791381	XM_014756983.1
LOC106791382	XM_014756984.1
LOC106791383	XM_014756985.1
LOC106791384	XM_014756991.1
LOC106791385	XM_014756988.1
LOC106791386	XM_014756989.1
LOC106791387	XM_014756992.1
LOC106791388	XM_014756995.1
LOC106791389	XM_014756997.1
LOC106791390	XM_014756998.1
LOC106791391	XM_014757000.1
LOC106791392	XM_014757001.1
LOC106791393	XM_014757007.1
LOC106791394	XM_014757008.1
LOC106791395	XM_014757009.1
LOC106791396	XM_014757010.1
LOC106791397	XM_014757011.1
LOC106791398	XM_014757013.1
LOC106791399	XM_014757018.1
LOC106791400	XM_014757017.1
LOC106791401	XM_014757019.1
LOC106791402	XM_014757020.1
LOC106791403	XM_014757021.1
LOC106791404	XM_014757022.1
LOC106791405	XM_014757023.1
LOC106791406	XM_014757024.1
LOC106791407	XM_014757025.1
LOC106791408	XM_014757029.1
LOC106791409	XM_014757026.1
LOC106791410	XM_014757027.1
LOC106791411	XM_014757028.1
LOC106791412	XM_014757030.1
LOC106791413	XM_014757031.1
LOC106791414	XR_001382179.1
LOC106791415	XM_014757034.1
LOC106791416	XM_014757035.1
LOC106791417	XM_014757039.1
LOC106791418	XM_014757037.1
LOC106791419	XR_001382181.1
LOC106791420	XM_014757040.1
LOC106791421	XM_014757041.1
LOC106791422	XM_014757042.1
LOC106791423	XM_014757043.1
LOC106791424	XM_014757045.1
LOC106791425	XM_014757056.1
LOC106791426	XM_014757046.1
LOC106791427	XM_014757047.1
LOC106791428	XM_014757049.1
LOC106791429	XM_014757050.1
LOC106791430	XM_014757051.1
LOC106791431	XM_014757052.1
LOC106791432	XM_014757053.1
LOC106791433	XM_014757054.1
LOC106791434	XM_014757055.1
LOC106791435	XM_014757058.1
LOC106791436	XM_014757060.1
LOC106791437	XM_014757061.1
LOC106791438	XM_014757063.1
LOC106791439	XM_014757064.1
LOC106791440	XR_001382183.1
LOC106791441	XM_014757067.1
LOC106791442	XM_014757068.1
LOC106791443	XM_014757069.1
LOC106791444	XM_014757070.1
LOC106791445	XM_014757071.1
LOC106791446	XM_014757076.1
LOC106791447	XM_014757077.1
LOC106791448	XM_014757118.1
LOC106791449	XM_014757078.1
LOC106791450	XM_014757079.1
LOC106791451	XM_014757080.1
LOC106791452	XM_014757082.1
LOC106791453	XM_014757083.1
LOC106791454	XM_014757084.1
LOC106791455	XM_014757088.1
LOC106791456	XM_014757090.1
LOC106791457	XM_014757091.1
LOC106791458	XM_014757092.1
LOC106791459	XM_014757093.1
LOC106791460	XM_014757094.1
LOC106791461	XM_014757096.1
LOC106791462	XM_014757098.1
LOC106791463	XM_014757099.1
LOC106791464	XM_014757100.1
LOC106791465	XM_014757101.1
LOC106791466	XM_014757103.1
LOC106791467	XM_014757104.1
LOC106791468	XM_014757106.1
LOC106791469	XM_014757109.1
LOC106791470	XM_014757110.1
LOC106791471	XR_001382184.1
LOC106791472	XM_014757112.1
LOC106791473	XM_014757114.1
LOC106791474	XM_014757115.1
LOC106791475	XM_014757119.1
LOC106791476	XM_014757121.1
LOC106791477	XM_014757122.1
LOC106791478	XM_014757124.1
LOC106791479	XM_014757125.1
LOC106791480	XM_014757126.1
LOC106791481	XM_014757127.1
LOC106791482	XM_014757128.1
LOC106791483	XM_014757130.1
LOC106791484	XM_014757132.1
LOC106791485	XM_014757133.1
LOC106791486	XM_014757134.1
LOC106791487	XM_014757138.1
LOC106791488	XM_014757140.1
LOC106791489	XM_014757141.1
LOC106791490	XM_014757142.1
LOC106791491	XM_014757145.1
LOC106791492	XM_014757149.1
LOC106791493	XM_014757150.1
LOC106791494	XM_014757151.1
LOC106791495	XM_014757152.1
LOC106791496	XM_014757153.1
LOC106791497	XM_014757154.1
LOC106791498	XM_014757155.1
LOC106791499	XM_014757162.1
LOC106791500	XR_001382186.1
LOC106791501	XM_014757174.1
LOC106791502	XM_014757175.1
LOC106791503	XM_014757177.1
LOC106791504	XM_014757178.1
LOC106791505	XM_014757180.1
LOC106791506	XM_014757181.1
LOC106791507	XM_014757183.1
LOC106791508	XR_001382187.1
LOC106791509	XM_014757185.1
LOC106791510	XM_014757186.1
LOC106791511	XR_001382188.1
LOC106791512	XR_001382189.1
LOC106791513	XM_014757188.1
LOC106791514	XM_014757190.1
LOC106791515	XM_014757194.1
LOC106791516	XM_014757193.1
LOC106791517	XM_014757195.1
LOC106791518	XM_014757199.1
LOC106791519	XM_014757201.1
LOC106791520	XM_014757202.1
LOC106791521	XR_001382190.1
LOC106791522	XM_014757206.1
LOC106791524	XM_014757204.1
LOC106791525	XM_014757205.1
LOC106791526	XM_014757207.1
LOC106791527	XM_014757208.1
LOC106791528	XM_014757210.1
LOC106791529	XM_014757211.1
LOC106791530	XM_014757212.1
LOC106791531	XM_014757213.1
LOC106791532	XM_014757215.1
LOC106791533	XM_014757216.1
LOC106791534	XM_014757217.1
LOC106791535	XM_014757218.1
LOC106791536	XM_014757220.1
LOC106791537	XM_014757221.1
LOC106791538	XM_014757226.1
LOC106791539	XM_014757223.1
LOC106791540	XM_014757224.1
LOC106791541	XM_014757225.1
LOC106791542	XM_014757227.1
LOC106791543	XM_014757228.1
LOC106791544	XM_014757229.1
LOC106791545	XR_001382192.1
LOC106791546	XM_014757230.1
LOC106791547	XR_001382193.1
LOC106791548	XM_014757231.1
LOC106791549	XR_001382194.1
LOC106791550	XM_014757232.1
LOC106791551	XM_014757236.1
LOC106791552	XM_014757240.1
LOC106791553	XM_014757269.1
LOC106791554	XR_001382195.1
LOC106791555	XM_014757242.1
LOC106791556	XM_014757244.1
LOC106791557	XM_014757245.1
LOC106791558	XM_014757246.1
LOC106791559	XM_014757250.1
LOC106791560	XM_014757251.1
LOC106791561	XM_014757254.1
LOC106791562	XM_014757256.1
LOC106791563	XM_014757257.1
LOC106791564	XM_014757258.1
LOC106791565	XR_001382196.1
LOC106791566	XM_014757259.1
LOC106791567	XM_014757261.1
LOC106791568	XM_014757262.1
LOC106791569	XM_014757265.1
LOC106791570	XM_014757266.1
LOC106791571	XM_014757271.1
LOC106791572	XM_014757274.1
LOC106791573	XM_014757275.1
LOC106791574	XM_014757279.1
LOC106791575	XM_014757282.1
LOC106791576	XM_014757284.1
LOC106791577	XM_014757287.1
LOC106791578	XM_014757289.1
LOC106791579	XM_014757291.1
LOC106791580	XM_014757292.1
LOC106791581	XM_014757298.1
LOC106791582	XM_014757300.1
LOC106791583	XM_014757301.1
LOC106791584	XM_014757302.1
LOC106791585	XM_014757303.1
LOC106791586	XM_014757304.1
LOC106791587	XM_014757306.1
LOC106791588	XM_014757307.1
LOC106791589	XM_014757310.1
LOC106791590	XM_014757312.1
LOC106791591	XR_001382198.1
LOC106791592	XM_014757316.1
LOC106791593	XM_014757317.1
LOC106791594	XM_014757319.1
LOC106791595	XM_014757324.1
LOC106791596	XM_014757325.1
LOC106791597	XM_014757326.1
LOC106791598	XM_014757336.1
LOC106791599	XM_014757341.1
LOC106791600	XM_014757342.1
LOC106791601	XM_014757345.1
LOC106791602	XR_001382199.1
LOC106791603	XM_014757347.1
LOC106791604	XM_014757350.1
LOC106791605	XM_014757353.1
LOC106791606	XM_014757355.1
LOC106791607	XM_014757356.1
LOC106791608	XM_014757358.1
LOC106791609	XM_014757361.1
LOC106791610	XM_014757362.1
LOC106791611	XM_014757363.1
LOC106791612	XM_014757388.1
LOC106791613	XM_014757393.1
LOC106791614	XM_014757394.1
LOC106791615	XM_014757395.1
LOC106791616	XM_014757399.1
LOC106791617	XM_014757400.1
LOC106791618	XR_001382202.1
LOC106791619	XM_014757401.1
LOC106791620	XM_014757402.1
LOC106791621	XM_014757403.1
LOC106791622	XM_014757407.1
LOC106791623	XM_014757404.1
LOC106791624	XM_014757405.1
LOC106791625	XM_014757406.1
LOC106791626	XM_014757408.1
LOC106791627	XM_014757409.1
LOC106791628	XM_014757410.1
LOC106791629	XM_014757418.1
LOC106791630	XM_014757421.1
LOC106791631	XM_014757422.1
LOC106791632	XM_014757423.1
LOC106791633	XM_014757426.1
LOC106791634	XR_001382205.1
LOC106791635	XM_014757429.1
LOC106791636	XM_014757430.1
LOC106791637	XM_014757431.1
LOC106791638	XM_014757435.1
LOC106791639	XM_014757436.1
LOC106791640	XM_014757440.1
LOC106791641	XM_014757445.1
LOC106791642	XM_014757446.1
LOC106791643	XM_014757484.1
LOC106791644	XM_014757447.1
LOC106791645	XM_014757449.1
LOC106791646	XM_014757451.1
LOC106791647	XM_014757453.1
LOC106791648	XM_014757455.1
LOC106791649	XM_014757456.1
LOC106791650	XM_014757459.1
LOC106791651	XM_014757462.1
LOC106791652	XM_014757469.1
LOC106791653	XM_014757471.1
LOC106791654	XM_014757474.1
LOC106791655	XM_014757476.1
LOC106791656	XM_014757478.1
LOC106791657	XR_001382208.1
LOC106791658	XM_014757479.1
LOC106791659	XM_014757480.1
LOC106791660	XM_014757481.1
LOC106791661	XM_014757482.1
LOC106791662	XM_014757485.1
LOC106791663	XR_001382209.1
LOC106791664	XM_014757487.1
LOC106791665	XM_014757489.1
LOC106791666	XM_014757496.1
LOC106791667	XM_014757497.1
LOC106791668	XR_001382211.1
LOC106791669	XR_001382212.1
LOC106791670	XM_014757498.1
LOC106791671	XM_014757906.1
LOC106791672	XM_014757500.1
LOC106791673	XM_014757501.1
LOC106791674	XM_014757502.1
LOC106791675	XM_014757503.1
LOC106791676	XM_014757506.1
LOC106791677	XR_001382218.1
LOC106791678	XM_014757516.1
LOC106791679	XM_014757519.1
LOC106791680	XM_014757522.1
LOC106791681	XM_014757523.1
LOC106791682	XM_014757536.1
LOC106791683	XM_014757524.1
LOC106791684	XM_014757526.1
LOC106791685	XM_014757528.1
LOC106791686	XM_014757529.1
LOC106791687	XM_014757530.1
LOC106791688	XM_014757531.1
LOC106791689	XM_014757534.1
LOC106791690	XM_014757535.1
LOC106791691	XM_014757537.1
LOC106791692	XM_014757538.1
LOC106791693	XR_001382219.1
LOC106791694	XM_014757539.1
LOC106791695	XM_014757579.1
LOC106791696	XR_001382220.1
LOC106791697	XM_014757550.1
LOC106791698	XM_014757552.1
LOC106791699	XM_014757558.1
LOC106791700	XM_014757559.1
LOC106791701	XM_014757560.1
LOC106791702	XM_014757561.1
LOC106791703	XM_014757562.1
LOC106791704	XM_014757563.1
LOC106791705	XM_014757564.1
LOC106791706	XM_014757565.1
LOC106791707	XM_014757566.1
LOC106791710	XM_014757567.1
LOC106791711	XM_014757570.1
LOC106791712	XM_014757571.1
LOC106791713	XM_014757573.1
LOC106791714	XM_014757574.1
LOC106791715	XM_014757580.1
LOC106791716	XM_014757575.1
LOC106791717	XM_014757583.1
LOC106791718	XR_001382221.1
LOC106791719	XM_014757584.1
LOC106791720	XM_014757586.1
LOC106791721	XM_014757587.1
LOC106791722	XM_014757607.1
LOC106791723	XM_014757588.1
LOC106791724	XM_014757590.1
LOC106791725	XM_014757594.1
LOC106791726	XM_014757595.1
LOC106791727	XM_014757596.1
LOC106791728	XM_014757597.1
LOC106791729	XR_001382222.1
LOC106791730	XM_014757601.1
LOC106791731	XM_014757602.1
LOC106791732	XM_014757603.1
LOC106791733	XM_014757604.1
LOC106791734	XR_001382224.1
LOC106791735	XM_014757606.1
LOC106791736	XM_014757608.1
LOC106791737	XM_014757609.1
LOC106791738	XM_014757610.1
LOC106791739	XM_014757614.1
LOC106791740	XM_014757617.1
LOC106791741	XM_014757621.1
LOC106791742	XM_014757629.1
LOC106791743	XM_014757630.1
LOC106791744	XM_014757631.1
LOC106791746	XM_014757632.1
LOC106791747	XM_014757638.1
LOC106791748	XM_014757634.1
LOC106791749	XM_014757635.1
LOC106791750	XM_014757641.1
LOC106791751	XM_014757643.1
LOC106791752	XM_014757644.1
LOC106791753	XM_014757645.1
LOC106791754	XR_001382225.1
LOC106791755	XM_014757650.1
LOC106791756	XM_014757648.1
LOC106791757	XM_014757652.1
LOC106791758	XM_014757653.1
LOC106791759	XM_014757654.1
LOC106791760	XM_014757655.1
LOC106791761	XM_014757656.1
LOC106791762	XM_014757662.1
LOC106791763	XM_014757658.1
LOC106791764	XM_014757659.1
LOC106791765	XM_014757663.1
LOC106791766	XM_014757664.1
LOC106791767	XM_014757665.1
LOC106791768	XM_014757666.1
LOC106791769	XM_014757667.1
LOC106791770	XM_014757670.1
LOC106791771	XM_014757671.1
LOC106791772	XM_014757672.1
LOC106791773	XM_014757679.1
LOC106791774	XM_014757678.1
LOC106791775	XM_014757681.1
LOC106791776	XM_014757684.1
LOC106791777	XM_014757685.1
LOC106791778	XM_014757690.1
LOC106791779	XM_014757694.1
LOC106791780	XM_014757695.1
LOC106791781	XM_014757698.1
LOC106791782	XM_014757699.1
LOC106791783	XM_014757703.1
LOC106791784	XM_014757706.1
LOC106791785	XM_014757707.1
LOC106791786	XM_014757711.1
LOC106791787	XM_014757712.1
LOC106791788	XM_014757713.1
LOC106791789	XM_014757717.1
LOC106791790	XM_014757718.1
LOC106791791	XM_014757721.1
LOC106791792	XM_014757723.1
LOC106791793	XM_014757724.1
LOC106791794	XR_001382229.1
LOC106791795	XR_001382235.1
LOC106791796	XM_014757725.1
LOC106791797	XM_014757727.1
LOC106791798	XM_014757730.1
LOC106791799	XM_014757731.1
LOC106791800	XM_014757736.1
LOC106791801	XM_014757732.1
LOC106791802	XM_014757734.1
LOC106791803	XM_014757735.1
LOC106791804	XM_014757738.1
LOC106791805	XM_014757739.1
LOC106791806	XM_014757742.1
LOC106791807	XM_014757743.1
LOC106791808	XM_014757744.1
LOC106791809	XM_014757746.1
LOC106791810	XM_014757747.1
LOC106791811	XM_014757751.1
LOC106791812	XM_014757758.1
LOC106791813	XR_001382237.1
LOC106791814	XM_014757755.1
LOC106791815	XM_014757756.1
LOC106791816	XM_014757759.1
LOC106791817	XM_014757761.1
LOC106791818	XM_014757762.1
LOC106791819	XM_014757763.1
LOC106791820	XM_014757764.1
LOC106791821	XM_014757766.1
LOC106791822	XM_014757765.1
LOC106791823	XM_014757767.1
LOC106791824	XM_014757771.1
LOC106791825	XM_014757774.1
LOC106791826	XM_014757775.1
LOC106791827	XM_014757779.1
LOC106791828	XM_014757776.1
LOC106791829	XM_014757777.1
LOC106791830	XM_014757781.1
LOC106791831	XM_014757784.1
LOC106791832	XM_014757785.1
LOC106791833	XM_014757786.1
LOC106791834	XM_014757787.1
LOC106791835	XM_014757799.1
LOC106791836	XM_014757788.1
LOC106791837	XM_014757790.1
LOC106791838	XM_014757792.1
LOC106791839	XM_014757793.1
LOC106791840	XM_014757794.1
LOC106791841	XM_014757795.1
LOC106791842	XM_014757796.1
LOC106791843	XM_014757798.1
LOC106791844	XM_014757800.1
LOC106791845	XM_014757801.1
LOC106791846	XM_014757804.1
LOC106791847	XM_014757805.1
LOC106791848	XM_014757806.1
LOC106791849	XM_014757809.1
LOC106791850	XM_014757811.1
LOC106791851	XM_014757812.1
LOC106791852	XM_014757813.1
LOC106791853	XM_014757817.1
LOC106791854	XM_014757819.1
LOC106791855	XM_014757824.1
LOC106791856	XM_014757825.1
LOC106791857	XM_014757828.1
LOC106791858	XM_014757829.1
LOC106791859	XM_014757830.1
LOC106791860	XM_014757832.1
LOC106791861	XM_014757833.1
LOC106791862	XM_014757836.1
LOC106791863	XM_014757837.1
LOC106791864	XM_014757838.1
LOC106791865	XM_014757840.1
LOC106791866	XM_014757841.1
LOC106791867	XM_014757844.1
LOC106791868	XM_014757854.1
LOC106791869	XM_014757846.1
LOC106791870	XM_014757848.1
LOC106791871	XM_014757849.1
LOC106791872	XM_014757850.1
LOC106791873	XM_014757851.1
LOC106791874	XM_014757852.1
LOC106791875	XM_014757853.1
LOC106791876	XM_014757857.1
LOC106791877	XM_014757860.1
LOC106791878	XM_014757861.1
LOC106791879	XM_014757862.1
LOC106791880	XM_014757864.1
LOC106791881	XM_014757865.1
LOC106791882	XM_014757866.1
LOC106791883	XM_014757869.1
LOC106791884	XM_014757870.1
LOC106791885	XM_014757876.1
LOC106791886	XM_014757872.1
LOC106791887	XM_014757873.1
LOC106791888	XM_014757875.1
LOC106791889	XM_014757878.1
LOC106791890	XM_014757883.1
LOC106791891	XR_001382243.1
LOC106791892	XM_014757887.1
LOC106791893	XM_014757888.1
LOC106791894	XM_014757892.1
LOC106791895	XM_014757897.1
LOC106791896	XM_014757894.1
LOC106791897	XM_014757895.1
LOC106791898	XM_014757899.1
LOC106791899	XM_014757900.1
LOC106791900	XM_014757905.1
LOC106791901	XM_014757910.1
LOC106791902	XM_014757913.1
LOC106791903	XM_014757914.1
LOC106791904	XR_001382244.1
LOC106791905	XM_014757915.1
LOC106791906	XM_014757916.1
LOC106791907	XM_014757918.1
LOC106791908	XM_014757917.1
LOC106791909	XM_014757919.1
LOC106791910	XM_014757920.1
LOC106791911	XM_014757921.1
LOC106791912	XM_014757922.1
LOC106791913	XM_014757924.1
LOC106791914	XM_014757925.1
LOC106791915	XM_014757926.1
LOC106791916	XM_014757927.1
LOC106791917	XM_014757928.1
LOC106791918	XM_014757931.1
LOC106791919	XM_014757936.1
LOC106791920	XM_014757934.1
LOC106791921	XM_014757935.1
LOC106791922	XM_014757937.1
LOC106791923	XM_014757939.1
LOC106791924	XM_014757940.1
LOC106791925	XM_014757941.1
LOC106791926	XR_001382246.1
LOC106791927	XM_014757942.1
LOC106791928	XM_014757947.1
LOC106791929	XM_014757945.1
LOC106791930	XM_014757946.1
LOC106791931	XM_014757948.1
LOC106791932	XM_014757950.1
LOC106791933	XM_014757951.1
LOC106791934	XM_014757952.1
LOC106791935	XM_014757960.1
LOC106791936	XM_014757961.1
LOC106791937	XM_014757962.1
LOC106791938	XM_014757966.1
LOC106791939	XM_014757968.1
LOC106791940	XM_014757972.1
LOC106791941	XM_014757974.1
LOC106791942	XM_014757977.1
LOC106791943	XR_001382247.1
LOC106791944	XM_014757992.1
LOC106791945	XR_001382248.1
LOC106791946	XM_014757978.1
LOC106791947	XM_014757979.1
LOC106791948	XM_014757980.1
LOC106791949	XM_014757990.1
LOC106791950	XM_014757995.1
LOC106791951	XM_014757998.1
LOC106791952	XM_014757999.1
LOC106791953	XM_014758000.1
LOC106791954	XM_014758006.1
LOC106791955	XM_014758003.1
LOC106791956	XM_014758011.1
LOC106791957	XM_014758012.1
LOC106791958	XM_014758014.1
LOC106791959	XM_014758016.1
LOC106791960	XM_014758019.1
LOC106791961	XM_014758020.1
LOC106791962	XM_014758021.1
LOC106791963	XR_001382250.1
LOC106791964	XM_014758023.1
LOC106791965	XM_014758026.1
LOC106791966	XM_014758027.1
LOC106791967	XM_014758028.1
LOC106791968	XM_014758029.1
LOC106791969	XM_014758030.1
LOC106791970	XM_014758031.1
LOC106791971	XM_014758032.1
LOC106791972	XM_014758053.1
LOC106791973	XM_014758034.1
LOC106791974	XM_014758036.1
LOC106791975	XM_014758037.1
LOC106791976	XM_014758038.1
LOC106791977	XM_014758039.1
LOC106791978	XM_014758040.1
LOC106791979	XM_014758048.1
LOC106791980	XM_014758051.1
LOC106791981	XM_014758056.1
LOC106791982	XM_014758057.1
LOC106791983	XM_014758060.1
LOC106791984	XM_014758063.1
LOC106791985	XM_014758065.1
LOC106791986	XM_014758066.1
LOC106791987	XM_014758067.1
LOC106791988	XM_014758068.1
LOC106791989	XM_014758072.1
LOC106791990	XM_014758073.1
LOC106791991	XM_014758075.1
LOC106791992	XM_014758077.1
LOC106791993	XM_014758078.1
LOC106791994	XM_014758084.1
LOC106791995	XM_014758082.1
LOC106791996	XM_014758083.1
LOC106791997	XM_014758085.1
LOC106791998	XM_014758086.1
LOC106791999	XM_014758087.1
LOC106792000	XM_014758088.1
LOC106792001	XR_001382252.1
LOC106792002	XM_014758090.1
LOC106792003	XR_001382253.1
LOC106792004	XM_014758091.1
LOC106792005	XM_014758092.1
LOC106792006	XM_014758093.1
LOC106792007	XM_014758094.1
LOC106792008	XM_014758095.1
LOC106792009	XM_014758096.1
LOC106792010	XM_014758099.1
LOC106792011	XM_014758101.1
LOC106792012	XM_014758106.1
LOC106792013	XM_014758102.1
LOC106792014	XM_014758104.1
LOC106792015	XM_014758107.1
LOC106792016	XM_014758110.1
LOC106792017	XM_014758114.1
LOC106792018	XM_014758113.1
LOC106792019	XM_014758115.1
LOC106792020	XM_014758116.1
LOC106792021	XM_014758117.1
LOC106792022	XM_014758127.1
LOC106792023	XM_014758125.1
LOC106792024	XM_014758129.1
LOC106792025	XM_014758133.1
LOC106792026	XM_014758134.1
LOC106792027	XM_014758135.1
LOC106792028	XM_014758139.1
LOC106792029	XM_014758136.1
LOC106792030	XM_014758137.1
LOC106792031	XM_014758138.1
LOC106792032	XR_001382256.1
LOC106792033	XM_014758140.1
LOC106792034	XM_014758141.1
LOC106792035	XM_014758142.1
LOC106792036	XM_014758143.1
LOC106792037	XM_014758144.1
LOC106792038	XM_014758147.1
LOC106792039	XM_014758187.1
LOC106792040	XM_014758148.1
LOC106792041	XM_014758149.1
LOC106792042	XM_014758150.1
LOC106792043	XM_014758151.1
LOC106792044	XM_014758152.1
LOC106792045	XM_014758153.1
LOC106792046	XM_014758158.1
LOC106792047	XM_014758154.1
LOC106792048	XM_014758155.1
LOC106792049	XM_014758159.1
LOC106792050	XM_014758160.1
LOC106792051	XM_014758161.1
LOC106792052	XM_014758162.1
LOC106792053	XM_014758163.1
LOC106792054	XM_014758164.1
LOC106792055	XM_014758165.1
LOC106792056	XM_014758169.1
LOC106792057	XM_014758168.1
LOC106792058	XM_014758170.1
LOC106792059	XM_014758172.1
LOC106792060	XM_014758173.1
LOC106792061	XM_014758174.1
LOC106792062	XM_014758175.1
LOC106792063	XR_001382257.1
LOC106792064	XM_014758182.1
LOC106792065	XM_014758178.1
LOC106792066	XM_014758186.1
LOC106792067	XM_014758188.1
LOC106792068	XM_014758189.1
LOC106792069	XM_014758190.1
LOC106792070	XM_014758194.1
LOC106792071	XM_014758192.1
LOC106792072	XM_014758193.1
LOC106792073	XM_014758195.1
LOC106792074	XM_014758196.1
LOC106792075	XM_014758197.1
LOC106792076	XM_014758198.1
LOC106792077	XM_014758199.1
LOC106792078	XM_014758207.1
LOC106792079	XM_014758211.1
LOC106792080	XM_014758214.1
LOC106792081	XM_014758221.1
LOC106792082	XM_014758222.1
LOC106792083	XM_014758224.1
LOC106792084	XM_014758225.1
LOC106792085	XM_014758226.1
LOC106792086	XM_014758228.1
LOC106792087	XM_014758229.1
LOC106792088	XM_014758230.1
LOC106792089	XM_014758231.1
LOC106792090	XM_014758237.1
LOC106792091	XM_014758234.1
LOC106792092	XM_014758238.1
LOC106792093	XM_014758240.1
LOC106792094	XM_014758242.1
LOC106792095	XM_014758244.1
LOC106792096	XM_014758246.1
LOC106792097	XM_014758249.1
LOC106792098	XM_014758247.1
LOC106792099	XR_001382258.1
LOC106792100	XM_014758250.1
LOC106792101	XM_014758251.1
LOC106792102	XM_014758252.1
LOC106792103	XM_014758253.1
LOC106792104	XM_014758254.1
LOC106792105	XM_014758255.1
LOC106792106	XM_014758259.1
LOC106792107	XM_014758265.1
LOC106792108	XM_014758270.1
LOC106792109	XM_014758308.1
LOC106792110	XM_014758272.1
LOC106792111	XM_014758271.1
LOC106792112	XM_014758273.1
LOC106792113	XM_014758274.1
LOC106792114	XM_014758276.1
LOC106792115	XM_014758277.1
LOC106792116	XM_014758279.1
LOC106792117	XM_014758280.1
LOC106792118	XR_001382260.1
LOC106792119	XM_014758282.1
LOC106792120	XM_014758285.1
LOC106792121	XM_014758286.1
LOC106792122	XM_014758287.1
LOC106792123	XM_014758309.1
LOC106792124	XM_014758288.1
LOC106792125	XM_014758289.1
LOC106792126	XM_014758290.1
LOC106792127	XM_014758292.1
LOC106792128	XM_014758293.1
LOC106792129	XM_014758294.1
LOC106792130	XM_014758295.1
LOC106792131	XM_014758296.1
LOC106792132	XM_014758297.1
LOC106792133	XM_014758300.1
LOC106792134	XM_014758301.1
LOC106792135	XM_014758302.1
LOC106792136	XM_014758305.1
LOC106792137	XM_014758307.1
LOC106792138	XM_014758312.1
LOC106792139	XM_014758313.1
LOC106792140	XM_014758321.1
LOC106792141	XM_014758328.1
LOC106792142	XM_014758337.1
LOC106792143	XM_014758338.1
LOC106792144	XM_014758343.1
LOC106792145	XM_014758340.1
LOC106792146	XM_014758344.1
LOC106792147	XM_014758345.1
LOC106792148	XM_014758346.1
LOC106792149	XM_014758347.1
LOC106792150	XM_014758348.1
LOC106792151	XM_014758355.1
LOC106792152	XM_014758352.1
LOC106792153	XM_014758353.1
LOC106792154	XM_014758354.1
LOC106792155	XM_014758356.1
LOC106792156	XM_014758357.1
LOC106792157	XM_014758358.1
LOC106792158	XM_014758359.1
LOC106792159	XR_001382261.1
LOC106792160	XM_014758365.1
LOC106792161	XM_014758367.1
LOC106792162	XM_014758366.1
LOC106792163	XM_014758368.1
LOC106792164	XM_014758371.1
LOC106792165	XM_014758372.1
LOC106792166	XM_014758373.1
