Orthogroup	Acep	Amel	Bter	Caus	Hlab	Pcan	Sinv	Vcra
OG0014652		XM_006571912.3			XM_017939644.1			
OG0014653		XM_006571936.3	XR_007226051.1					
OG0014654		XM_006571957.3	XM_003396878.4					
OG0014655		XM_006571971.3, XM_026442458.1						
OG0014656		XM_006572032.3	XM_012313125.3					
OG0014657		XM_006572037.3	XM_003398783.4					
OG0014658		XM_006572121.2			XM_017937163.1			
OG0014659		XM_006572218.3	XM_048408967.1					
OG0014660		XM_006572306.3	XM_012316546.3					
OG0014661		XM_016910732.2	XM_003393534.3					
OG0014662		XM_016910900.2	XM_003393961.4					
OG0014663		XM_016911073.2	XR_007223327.1					
OG0014664		XM_016911075.2	XM_003402780.4					
OG0014665		XM_016911292.2, XR_003306159.1						
OG0014666		XM_016911373.2	XM_020868517.2					
OG0014667		XM_016911523.2			XM_017933844.1			
OG0014668		XM_016911654.2	XM_003394699.4					
OG0014669		XM_016911854.2	XM_020867755.2					
OG0014670		XM_016911878.2			XM_017932448.1			
OG0014671		XM_016911923.2			XM_017939841.1			
OG0014672		XM_016912116.2	XM_048405821.1					
OG0014673		XM_016912149.2	XM_020863135.2					
OG0014674		XM_016912198.2	XM_012318077.3					
OG0014675		XM_016912266.2	XM_003399526.3					
OG0014676		XM_016912293.2, XR_001703031.2						
OG0014677		XM_016912348.2	XM_048406081.1					
OG0014678		XM_016912370.2	XM_003394470.4					
OG0014679		XM_016912472.2			XM_017938094.1			
OG0014680		XM_016912544.2	XM_012309520.3					
OG0014681		XM_016912756.2					XM_011177359.3	
OG0014682		XM_016912793.2			XM_017933665.1			
OG0014683		XM_016912844.2	XM_012311655.3					
OG0014684		XM_016912887.2		Caust.v2_010068-RA				
OG0014685		XM_016912922.2			XM_017940646.1			
OG0014686		XM_016912945.2, XR_407726.3						
OG0014687		XM_016913109.2	XM_048408207.1					
OG0014688		XM_016913244.2			XM_017937721.1			
OG0014689		XM_016913496.2	XM_020867278.2					
OG0014690		XM_016913528.2	XM_012319800.3					
OG0014691		XM_016913580.2						XM_046980639.1
OG0014692		XM_016913652.2	XM_048413233.1					
OG0014693		XM_016913694.2	XM_048408061.1					
OG0014694		XM_016913772.2			XM_017943421.1			
OG0014695		XM_016913876.2, XR_410907.3						
OG0014696		XM_016913877.2			XM_017943995.1			
OG0014697		XM_016913974.2	XR_002308040.2					
OG0014698		XM_016914220.2		Caust.v2_011816-RD				
OG0014699		XM_016914231.1	XM_020865134.2					
OG0014700		XM_016914432.2, XM_026443409.1						
OG0014701		XM_016914443.2	XM_020864904.2					
OG0014702		XM_016914450.2	XM_020864883.2					
OG0014703		XM_016914470.2			XM_017934448.1			
OG0014704		XM_016914617.2	XM_003398031.4					
OG0014705		XM_016914765.2			XM_017933741.1			
OG0014706		XM_016915078.2	XM_048412161.1					
OG0014707		XM_016915264.2			XM_017939656.1			
OG0014708		XM_016915266.2	XM_003399320.4					
OG0014709		XM_016915478.2, XR_003305862.1						
OG0014710		XM_016915571.2	XM_003399487.4					
OG0014711		XM_016915576.2			XM_017940797.1			
OG0014712		XM_016915626.2	XM_012314514.3					
OG0014713		XM_016915687.2	XM_003400128.4					
OG0014714		XM_016915725.2	XM_003400160.4					
OG0014715		XM_016915831.2	XM_012315471.3					
OG0014716		XM_016915995.2, XM_026445092.1						
OG0014717		XM_016916046.2	XM_003400810.4					
OG0014718		XM_016916070.2			XM_017943026.1			
OG0014719		XM_016916229.2	XM_020866391.2					
OG0014720		XM_016916331.2	XM_048411934.1					
OG0014721		XM_016916375.2			XM_017943044.1			
OG0014722		XM_016916389.2			XM_017943037.1			
OG0014723		XM_016916467.2	XM_048408929.1					
OG0014724		XM_016916528.2	XM_012316777.3					
OG0014725		XM_016916650.1	XM_012316976.2					
OG0014726		XM_016916708.2	XM_020866746.2					
OG0014727		XM_016916750.2, XM_026445331.1						
OG0014728		XM_016916914.2			XM_017942821.1			
OG0014729		XM_016916984.2	XM_048414119.1					
OG0014730		XM_016916994.2			XM_017932138.1			
OG0014731		XM_016917086.2	XM_012314448.3					
OG0014732		XM_016917094.2	XM_048414046.1					
OG0014733		XM_016917415.2			XM_017939648.1			
OG0014734		XM_016917508.2	XM_048409132.1					
OG0014735		XM_016917739.2			XM_017940258.1			
OG0014736		XM_016917835.2	XM_003396811.4					
OG0014737		XM_026438959.1	XM_048409575.1					
OG0014738		XM_026438960.1	XM_048414450.1					
OG0014739		XM_026438974.1	XR_007225690.1					
OG0014740		XM_026439017.1	XM_003394018.4					
OG0014741		XM_026439036.1		Caust.v2_020749-RA				
OG0014742		XM_026439043.1, XM_026439044.1						
OG0014743		XM_026439048.1		Caust.v2_012170-RA				
OG0014744		XM_026439052.1, XM_026444728.1						
OG0014745		XM_026439063.1		Caust.v2_011974-RA				
OG0014746		XM_026439153.1	XM_048411073.1					
OG0014747		XM_026439160.1	XR_007227706.1					
OG0014748		XM_026439379.1	XM_048404251.1					
OG0014749		XM_026439414.1	XM_003394179.3					
OG0014750		XM_026439508.1	XM_012321206.3					
OG0014751		XM_026439532.1	XM_048409299.1					
OG0014752		XM_026439535.1	XM_048414665.1					
OG0014753		XM_026439590.1	XM_003394070.4					
OG0014754		XM_026439603.1, XM_026439649.1						
OG0014755		XM_026439638.1	XM_020868636.2					
OG0014756		XM_026439639.1		Caust.v2_000281-RA				
OG0014757		XM_026439641.1	XM_012320650.2					
OG0014758		XM_026439644.1	XM_020868564.2					
OG0014759		XM_026439681.1			XM_017932562.1			
OG0014760		XM_026439709.1			XM_017942458.1			
OG0014761		XM_026439758.1, XR_003304416.1						
OG0014762		XM_026439775.1	XM_020868663.2					
OG0014763		XM_026439808.1	XM_020862596.2					
OG0014764		XM_026440084.1	XM_012308203.3					
OG0014765		XM_026440118.1			XM_017941483.1			
OG0014766		XM_026440128.1			XM_017941720.1			
OG0014767		XM_026440176.1	XM_003400438.4					
OG0014768		XM_026440228.1	XM_003394870.4					
OG0014769		XM_026440276.1			XM_017941389.1			
OG0014770		XM_026440285.1	XM_012321345.3					
OG0014771		XM_026440337.1	XM_048405389.1					
OG0014772		XM_026440365.1			XM_017940946.1			
OG0014773		XM_026440387.1, XM_026440389.1						
OG0014774		XM_026440596.1		Caust.v2_012691-RB				
OG0014775		XM_026440619.1	XM_020863170.2					
OG0014776		XM_026440711.1	XM_003401935.4					
OG0014777		XM_026440732.1		Caust.v2_004347-RA				
OG0014778		XM_026440747.1	XM_048406018.1					
OG0014779		XM_026440776.1	XM_012308823.3					
OG0014780		XM_026440842.1	XM_012309037.3					
OG0014781		XM_026440869.1, XM_026440879.1						
OG0014782		XM_026440886.1	XM_048404632.1					
OG0014783		XM_026441036.1			XM_017940517.1			
OG0014784		XM_026441038.1		Caust.v2_003423-RA				
OG0014785		XM_026441045.1	XM_048405798.1					
OG0014786		XM_026441048.1, XR_003304753.1						
OG0014787		XM_026441069.1		Caust.v2_016306-RA				
OG0014788		XM_026441121.1	XM_048406714.1					
OG0014789		XM_026441127.1	XM_003394741.4					
OG0014790		XM_026441210.1, XR_001703507.2						
OG0014791		XM_026441240.1	XM_003403247.4					
OG0014792		XM_026441279.1			XM_017934174.1			
OG0014793		XM_026441294.1	XM_012307756.3					
OG0014794		XM_026441312.1					XM_039457025.1	
OG0014795		XM_026441385.1		Caust.v2_012257-RA				
OG0014796		XM_026441393.1	XM_012309304.3					
OG0014797		XM_026441394.1, XM_026441443.1						
OG0014798		XM_026441414.1	XM_003402694.4					
OG0014799		XM_026441436.1			XM_017937705.1			
OG0014800		XM_026441441.1, XR_003304956.1						
OG0014801		XM_026441445.1	XR_007224418.1					
OG0014802		XM_026441446.1	XM_003395945.4					
OG0014803		XM_026441499.1			XM_017942076.1			
OG0014804		XM_026441646.1	XM_020863870.2					
OG0014805		XM_026441842.1	XM_003397145.4					
OG0014806		XM_026441881.1	XM_048407855.1					
OG0014807		XM_026441902.1, XM_026441903.1						
OG0014808		XM_026441908.1			XM_017936745.1			
OG0014809		XM_026441987.1, XR_003305083.1						
OG0014810		XM_026442120.1, XR_001704006.2						
OG0014811		XM_026442174.1	XM_012311231.3					
OG0014812		XM_026442224.1	XM_020867258.2					
OG0014813		XM_026442232.1	XM_003397117.4					
OG0014814		XM_026442247.1	XM_012319610.3					
OG0014815		XM_026442259.1		Caust.v2_017422-RA				
OG0014816		XM_026442260.1			XM_017942461.1			
OG0014817		XM_026442285.1	XM_048413424.1					
OG0014818		XM_026442366.1	XM_020864090.2					
OG0014819		XM_026442372.1	XM_012311046.1					
OG0014820		XM_026442422.1	XM_020864264.2					
OG0014821		XM_026442425.1	XM_048409955.1					
OG0014822		XM_026442457.1	XM_003397012.3					
OG0014823		XM_026442473.1	XM_020864252.2					
OG0014824		XM_026442496.1	XM_012311007.3					
OG0014825		XM_026442514.1	XM_020868588.2					
OG0014826		XM_026442544.1	XM_048413412.1					
OG0014827		XM_026442568.1		Caust.v2_001670-RA				
OG0014828		XM_026442570.1	XM_003403061.4					
OG0014829		XM_026442720.1	XM_048408657.1					
OG0014830		XM_026442764.1	XM_012317823.3					
OG0014831		XM_026442777.1			XM_017941839.1			
OG0014832		XM_026442828.1			XM_017944092.1			
OG0014833		XM_026442835.1	XM_003397639.4					
OG0014834		XM_026442842.1	XM_003403191.4					
OG0014835		XM_026442876.1	XM_012311649.3					
OG0014836		XM_026442931.1	XM_003396685.4					
OG0014837		XM_026442941.1	XM_012311455.3					
OG0014838		XM_026442943.1	XM_020867190.2					
OG0014839		XM_026442957.1	XM_020867779.2					
OG0014840		XM_026442964.1	XM_020864778.2					
OG0014841		XM_026443053.1	XM_003397804.4					
OG0014842		XM_026443072.1	XM_003397507.3					
OG0014843		XM_026443299.1	XM_003403289.4					
OG0014844		XM_026443306.1			XM_017936372.1			
OG0014845		XM_026443316.1	XM_003403296.4					
OG0014846		XM_026443338.1	XM_012320443.3					
OG0014847		XM_026443340.1	XM_020867633.2					
OG0014848		XM_026443369.1	XM_012313037.3					
OG0014849		XM_026443370.1		Caust.v2_005566-RA				
OG0014850		XM_026443373.1	XM_012320049.3					
OG0014851		XM_026443394.1	XR_007225612.1					
OG0014852		XM_026443597.1	XR_007225818.1					
OG0014853		XM_026443618.1			XM_017937835.1			
OG0014854		XM_026443628.1			XM_017943478.1			
OG0014855		XM_026443661.1	XM_012313950.3					
OG0014856		XM_026443667.1	XM_003399151.4					
OG0014857		XM_026443691.1	XM_012316211.3					
OG0014858		XM_026443731.1				XM_014753215.1		
OG0014859		XM_026443745.1	XM_012310803.3					
OG0014860		XM_026443766.1	XM_020863796.2					
OG0014861		XM_026443828.1, XR_001705047.2						
OG0014862		XM_026443925.1			XM_017943715.1			
OG0014863		XM_026443943.1	XM_012313176.3					
OG0014864		XM_026444301.1	XM_003400956.4					
OG0014865		XM_026444338.1	XM_048410981.1					
OG0014866		XM_026444361.1	XM_012317075.3					
OG0014867		XM_026444363.1	XM_048412927.1					
OG0014868		XM_026444413.1	XM_048407373.1					
OG0014869		XM_026444712.1	XM_020866269.2					
OG0014870		XM_026444789.1	XM_048411543.1					
OG0014871		XM_026444792.1	XM_048411540.1					
OG0014872		XM_026444854.1			XM_017943454.1			
OG0014873		XM_026444859.1	XM_048411537.1					
OG0014874		XM_026444875.1	XM_012309918.3					
OG0014875		XM_026444911.1		Caust.v2_006143-RA				
OG0014876		XM_026444919.1			XM_017942303.1			
OG0014877		XM_026444994.1	XM_048407530.1					
OG0014878		XM_026445083.1	XM_003400623.4					
OG0014879		XM_026445107.1	XM_003400679.4					
OG0014880		XM_026445130.1	XM_048411985.1					
OG0014881		XM_026445188.1, XR_003306082.1						
OG0014882		XM_026445202.1	XM_012309837.3					
OG0014883		XM_026445297.1, XR_003306106.1						
OG0014884		XM_026445320.1	XM_003401061.4					
OG0014885		XM_026445367.1	XM_048412349.1					
OG0014886		XM_026445408.1		Caust.v2_006002-RA				
OG0014887		XM_026445449.1	XM_003402761.4					
OG0014888		XM_026445452.1	XM_048414647.1					
OG0014889		XM_026445460.1	XM_048412928.1					
OG0014890		XM_026445502.1, XR_001705645.2						
OG0014891		XM_026445529.1	XM_003401921.4					
OG0014892		XM_026445530.1	XM_020866851.2					
OG0014893		XM_026445538.1	XM_048412525.1					
OG0014894		XM_026445546.1	XM_048412499.1					
OG0014895		XM_026445566.1	XM_048412609.1					
OG0014896		XM_026445619.1			XM_017938037.1			
OG0014897		XM_026445737.1			XM_017936046.1			
OG0014898		XM_026445752.1, XM_026445982.1						
OG0014899		XM_026445863.1	XM_012314746.3					
OG0014900		XM_026445898.1	XM_048410753.1					
OG0014901		XM_026445903.1			XM_017942816.1			
OG0014902		XM_026445910.1	XM_012318304.3					
OG0014903		XM_026445920.1			XM_017942983.1			
OG0014904		XM_026445976.1			XM_017939999.1			
OG0014905		XM_026445977.1	XM_003402747.4					
OG0014906		XM_026445978.1	XM_003402748.3					
OG0014907		XM_026446056.1	XM_012307762.3					
OG0014908		XM_026446256.1	XM_020863667.2					
OG0014909		XM_026446339.1	XM_003396219.4					
OG0014910		XM_026446503.1	XM_012315039.3					
OG0014911		XM_391881.7	XM_003398628.4					
OG0014912		XM_391948.7			XM_017933291.1			
OG0014913		XM_392127.7	XM_012312860.3					
OG0014914		XM_392155.7	XM_003402743.4					
OG0014915		XM_392183.7, XR_412202.3						
OG0014916		XM_392205.6	XM_020867237.2					
OG0014917		XM_392222.7	XM_012319884.3					
OG0014918		XM_392262.6	XM_003394115.4					
OG0014919		XM_392446.7	XM_003394886.4					
OG0014920		XM_392591.7	XM_012310636.3					
OG0014921		XM_392698.7	XM_003395149.4					
OG0014922		XM_392719.7	XM_003403114.4					
OG0014923		XM_392884.7	XM_048413418.1					
OG0014924		XM_393027.6		Caust.v2_013981-RB				
OG0014925		XM_393613.6	XM_003393651.4					
OG0014926		XM_393736.6, XR_003305788.1						
OG0014927		XM_393856.6	XM_012310064.3					
OG0014928		XM_394026.5	XM_003400413.4					
OG0014929		XM_394155.7	XM_012318886.3					
OG0014930		XM_394313.7	XM_003402608.4					
OG0014931		XM_394330.7	XM_048409901.1					
OG0014932		XM_394370.5	XM_003393487.4					
OG0014933		XM_394674.6			XM_017932278.1			
OG0014934		XM_394765.7	XM_003397800.4					
OG0014935		XM_394855.6			XM_017939377.1			
OG0014936		XM_395004.7	XM_012308154.3					
OG0014937		XM_395048.6	XM_012312881.3					
OG0014938		XM_395186.7	XM_048410015.1					
OG0014939		XM_395507.7	XM_003403140.4					
OG0014940		XM_395531.7	XM_003399735.4					
OG0014941		XM_395548.7	XM_003403020.4					
OG0014942		XM_395877.5			XM_017932659.1			
OG0014943		XM_396025.6	XM_003399884.4					
OG0014944		XM_396435.7	XM_048406392.1					
OG0014945		XM_396691.7	XM_003393155.4					
OG0014946		XM_396705.6	XM_003399026.4					
OG0014947		XM_396738.6	XM_003402989.4					
OG0014948		XM_396785.7			XM_017944080.1			
OG0014949		XM_396842.7	XM_003401404.4					
OG0014950		XM_396933.7	XM_020868446.2					
OG0014951		XM_397008.5	XM_003396661.4					
OG0014952		XM_397526.7	XM_003394790.4					
OG0014953		XM_623284.5	XM_003399234.4					
OG0014954		XM_623373.6	XM_012320488.3					
OG0014955		XM_623438.5	XM_003394200.4					
OG0014956		XM_623596.6	XM_012315012.3					
OG0014957		XM_623618.6	XM_003396620.4					
OG0014958		XM_623632.6	XM_012315011.3					
OG0014959		XM_623714.6	XM_048412879.1					
OG0014960		XM_623718.5		Caust.v2_004564-RA				
OG0014961		XM_623724.5		Caust.v2_010060-RA				
OG0014962		XM_623800.6	XM_012309956.3					
OG0014963		XM_623861.6	XM_012309036.3					
OG0014964		XM_623947.6, XR_003305220.1						
OG0014965		XM_624023.5			XM_017937178.1			
OG0014966		XM_624091.6			XM_017937059.1			
OG0014967		XM_624127.5	XM_012315663.3					
OG0014968		XM_624148.6						XM_046963741.1
OG0014969		XM_624318.6	XM_048414011.1					
OG0014970		XM_624346.6	XM_003399009.4					
OG0014971		XM_624464.6		Caust.v2_003350-RA				
OG0014972		XM_624481.6	XM_048405760.1					
OG0014973		XM_624784.6	XM_003401158.4					
OG0014974		XM_624798.6			XM_017932534.1			
OG0014975		XM_624819.6, XR_001704712.2						
OG0014976		XM_624878.5	XM_048413408.1					
OG0014977		XM_625002.6	XM_020864667.2					
OG0014978		XM_625009.6	XM_003394716.4					
OG0014979		XM_625066.5	XM_003402070.3					
OG0014980		XM_625080.6	XM_003394941.4					
OG0014981		XM_625109.6	XM_003398203.4					
OG0014982		XM_625177.4			XM_017940879.1			
OG0014983		XR_001702084.2	XR_001099735.3					
OG0014984		XR_001702257.2, XR_003304206.1						
OG0014985		XR_001702322.2	XR_007223571.1					
OG0014986		XR_001702367.2	XR_007223438.1					
OG0014987		XR_001702487.2		Caust.v2_001833-RA				
OG0014988		XR_001702510.2			XR_001891379.1			
OG0014989		XR_001702569.2, XR_003304245.1						
OG0014990		XR_001702723.2	XR_007223794.1					
OG0014991		XR_001702771.2					XR_005574818.1	
OG0014992		XR_001703075.2	XR_007224731.1					
OG0014993		XR_001703192.2	XR_007226953.1					
OG0014994		XR_001703264.2				XR_001381571.1		
OG0014995		XR_001703286.2					XR_005574151.1	
OG0014996		XR_001703402.2, XR_003304820.1						
OG0014997		XR_001703456.2	XR_007224282.1					
OG0014998		XR_001703464.2	XR_007224281.1					
OG0014999		XR_001703491.2, XR_411991.3						
OG0015000		XR_001703499.2, XR_003304862.1						
OG0015001		XR_001703731.1, XR_003306359.1						
OG0015002		XR_001703830.2	XR_007226682.1					
OG0015003		XR_001703837.2	XR_007225025.1					
OG0015004		XR_001703862.2	XR_007226711.1					
OG0015005		XR_001703876.2		Caust.v2_016196-RA				
OG0015006		XR_001703971.2	XR_002308993.2					
OG0015007		XR_001704026.2	XR_007224989.1					
OG0015008		XR_001704197.2, XR_412538.3						
OG0015009		XR_001704379.2, XR_001704390.2						
OG0015010		XR_001704393.2		Caust.v2_006418-RA				
OG0015011		XR_001704394.2	XR_007225442.1					
OG0015012		XR_001704472.2	XR_007224462.1					
OG0015013		XR_001704683.2, XR_003305484.1						
OG0015014		XR_001704735.2, XR_003305628.1						
OG0015015		XR_001704786.2, XR_003305650.1						
OG0015016		XR_001705033.2						XM_046982934.1
OG0015017		XR_001705085.2, XR_410673.3						
OG0015018		XR_001705094.2	XR_007224879.1					
OG0015019		XR_001705204.2	XR_007226500.1					
OG0015020		XR_001705435.2	XR_007226175.1					
OG0015021		XR_001705570.2	XR_007226362.1					
OG0015022		XR_001705638.2	XR_007226461.1					
OG0015023		XR_001705724.2	XR_007226564.1					
OG0015024		XR_001705741.2, XR_409733.3						
OG0015025		XR_001705992.2, XR_408335.3						
OG0015026		XR_001706027.2	XR_007224897.1					
OG0015027		XR_001706218.2	XR_007226445.1					
OG0015028		XR_001706383.2	XR_007224244.1					
OG0015029		XR_001706384.2	XM_003393526.3					
OG0015030		XR_001706449.2	XR_002308919.2					
OG0015031		XR_003304115.1	XR_001099753.3					
OG0015032		XR_003304150.1, XR_003304151.1						
OG0015033		XR_003304230.1			XM_017932720.1			
OG0015034		XR_003304270.1, XR_003304271.1						
OG0015035		XR_003304359.1, XR_003304365.1						
OG0015036		XR_003304405.1, XR_003305002.1						
OG0015037		XR_003304489.1		Caust.v2_014286-RA				
OG0015038		XR_003304496.1	XR_007223804.1					
OG0015039		XR_003304541.1	XR_007223796.1					
OG0015040		XR_003304571.1		Caust.v2_011408-RA				
OG0015041		XR_003304602.1, XR_003304603.1						
OG0015042		XR_003304636.1					XR_003268278.1	
OG0015043		XR_003304750.1	XR_002307689.2					
OG0015044		XR_003304795.1		Caust.v2_007433-RA				
OG0015045		XR_003304813.1				XR_001381574.1		
OG0015046		XR_003304839.1, XR_003304946.1						
OG0015047		XR_003304859.1	XR_007224468.1					
OG0015048		XR_003304944.1	XR_002308046.2					
OG0015049		XR_003305005.1					XR_005574723.1	
OG0015050		XR_003305010.1	XR_007224472.1					
OG0015051		XR_003305027.1						XM_046980954.1
OG0015052		XR_003305049.1		Caust.v2_015904-RA				
OG0015053		XR_003305064.1	XR_007224595.1					
OG0015054		XR_003305109.1, XR_003305114.1						
OG0015055		XR_003305202.1	XR_002307960.2					
OG0015056		XR_003305228.1	XR_007226755.1					
OG0015057		XR_003305318.1	XR_007225074.1					
OG0015058		XR_003305346.1	XM_048408704.1					
OG0015059		XR_003305349.1	XM_020864481.2					
OG0015060		XR_003305356.1	XM_048408457.1					
OG0015061		XR_003305369.1	XR_007225176.1					
OG0015062		XR_003305387.1, XR_120289.4						
OG0015063		XR_003305433.1	XR_007225393.1					
OG0015064		XR_003305463.1			XM_017936757.1			
OG0015065		XR_003305472.1, XR_003305478.1						
OG0015066		XR_003305556.1, XR_411565.3						
OG0015067		XR_003305558.1	XR_007224710.1					
OG0015068		XR_003305621.1	XR_002307899.2					
OG0015069		XR_003305644.1	XR_007225697.1					
OG0015070		XR_003305649.1	XR_007224651.1					
OG0015071		XR_003305660.1, XR_003305665.1						
OG0015072		XR_003305673.1	XR_007225807.1					
OG0015073		XR_003305728.1	XR_007225691.1					
OG0015074		XR_003305731.1	XR_007224689.1					
OG0015075		XR_003305771.1	XR_007225711.1					
OG0015076		XR_003305772.1	XR_007225257.1					
OG0015077		XR_003305778.1		Caust.v2_002917-RA				
OG0015078		XR_003305793.1	XR_002308044.2					
OG0015079		XR_003305801.1		Caust.v2_014211-RA				
OG0015080		XR_003305811.1					XR_003269226.2	
OG0015081		XR_003305889.1		Caust.v2_003889-RA				
OG0015082		XR_003305931.1	XR_007226174.1					
OG0015083		XR_003305939.1		Caust.v2_007352-RA				
OG0015084		XR_003305999.1, XR_407945.3						
OG0015085		XR_003306066.1	XR_007226322.1					
OG0015086		XR_003306101.1	XR_001098825.3					
OG0015087		XR_003306118.1, XR_003306120.1						
OG0015088		XR_003306166.1	XR_007226631.1					
OG0015089		XR_003306168.1	XR_132301.4					
OG0015090		XR_003306204.1	XR_007227504.1					
OG0015091		XR_003306245.1	XR_007227460.1					
OG0015092		XR_003306279.1	XR_002308619.2					
OG0015093		XR_003306313.1	XR_007223537.1					
OG0015094		XR_003306332.1	XR_002308242.2					
OG0015095		XR_003306397.1, XR_003306398.1						
OG0015096		XR_003306403.1, XR_003306404.1						
OG0015097		XR_003306527.1, XR_408324.3						
OG0015098		XR_003306548.1	XR_007223999.1					
OG0015099		XR_003306559.1, XR_411270.3						
OG0015100		XR_119829.4		Caust.v2_019261-RA				
OG0015101		XR_120169.4	XR_007224067.1					
OG0015102		XR_120424.4	XR_007223335.1					
OG0015103		XR_407590.3		Caust.v2_007356-RA				
OG0015104		XR_407734.3	XR_002307969.2					
OG0015105		XR_408525.3	XR_007224961.1					
OG0015106		XR_408647.3	XR_001099331.3					
OG0015107		XR_409165.3	XR_007225118.1					
OG0015108		XR_409297.3		Caust.v2_014003-RA				
OG0015109		XR_409939.3	XR_007224530.1					
OG0015110		XR_410764.3	XR_007225760.1					
OG0015111		XR_410821.3	XR_007226007.1					
OG0015112		XR_410888.3	XR_001098636.3					
OG0015113		XR_410955.3	XR_007227249.1					
OG0015114		XR_411007.3	XR_007224198.1					
OG0015115		XR_411210.3	XR_007223342.1					
OG0015116		XR_411263.3	XR_007226933.1					
OG0015117		XR_411526.3	XR_007224568.1					
OG0015118			NM_001280909.1		XM_017932233.1			
OG0015119			NM_001280930.1		XM_017942359.1			
OG0015120			NM_001287565.1		XM_017937737.1			
OG0015121			XM_003392856.4		XM_017943795.1			
OG0015122			XM_003392985.4, XR_007225112.1					
OG0015123			XM_003393292.4, XM_003393293.4					
OG0015124			XM_003393421.4		XM_017943519.1			
OG0015125			XM_003393575.3		XM_017932418.1			
OG0015126			XM_003393608.4		XM_017937135.1			
OG0015127			XM_003393718.4		XM_017934037.1			
OG0015128			XM_003393761.4, XR_007225868.1					
OG0015129			XM_003393842.4		XM_017935037.1			
OG0015130			XM_003393923.4		XM_017940904.1			
OG0015131			XM_003393974.4		XM_017942836.1			
OG0015132			XM_003394217.4		XM_017933403.1			
OG0015133			XM_003394346.3		XM_017932504.1			
OG0015134			XM_003394389.4		XM_017937682.1			
OG0015135			XM_003394685.4, XM_048405248.1					
OG0015136			XM_003394828.4		XM_017942408.1			
OG0015137			XM_003394844.4		XM_017942745.1			
OG0015138			XM_003394859.4		XM_017942571.1			
OG0015139			XM_003394877.4, XM_020862613.2					
OG0015140			XM_003394905.3		XM_017941736.1			
OG0015141			XM_003394975.4		XM_017941269.1			
OG0015142			XM_003395056.4		XM_017940609.1			
OG0015143			XM_003395115.4		XM_017941733.1			
OG0015144			XM_003395118.3		XM_017940487.1			
OG0015145			XM_003395128.4		XM_017940995.1			
OG0015146			XM_003395189.4		XM_017942650.1			
OG0015147			XM_003395395.4		XM_017940600.1			
OG0015148			XM_003395402.4		XM_017940566.1			
OG0015149			XM_003395640.4		XM_017940573.1			
OG0015150			XM_003395782.3		XM_017940560.1			
OG0015151			XM_003395830.4, XM_048405827.1					
OG0015152			XM_003395943.4		XM_017933601.1			
OG0015153			XM_003396092.4		XM_017939710.1			
OG0015154			XM_003396162.4		XM_017942569.1			
OG0015155			XM_003396203.4, XR_007224666.1					
OG0015156			XM_003396207.4		XM_017938668.1			
OG0015157			XM_003396299.4		XM_017936878.1			
OG0015158			XM_003396397.4		XM_017936897.1			
OG0015159			XM_003396408.4, XM_012309730.3					
OG0015160			XM_003396453.3		XM_017936521.1			
OG0015161			XM_003396598.4		XM_017936172.1			
OG0015162			XM_003396862.4, XM_003396863.4					
OG0015163			XM_003396976.4	Caust.v2_012029-RA				
OG0015164			XM_003396978.4, XM_003396979.3					
OG0015165			XM_003397059.4, XM_020864092.2					
OG0015166			XM_003397097.4		XM_017943349.1			
OG0015167			XM_003397114.4		XM_017943415.1			
OG0015168			XM_003397127.4, XR_007224962.1					
OG0015169			XM_003397132.4		XM_017934570.1			
OG0015170			XM_003397138.4, XR_007224951.1					
OG0015171			XM_003397156.4, XM_012311150.2					
OG0015172			XM_003397160.4		XM_017934429.1			
OG0015173			XM_003397243.3, XR_007224954.1					
OG0015174			XM_003397430.4		XM_017935381.1			
OG0015175			XM_003397439.4		XM_017934170.1			
OG0015176			XM_003397563.4		XM_017936134.1			
OG0015177			XM_003397753.3		XM_017944106.1			
OG0015178			XM_003397844.4		XM_017938875.1			
OG0015179			XM_003397910.4		XM_017938653.1			
OG0015180			XM_003397986.4, XM_003397987.4					
OG0015181			XM_003398003.4			XM_014755762.1		
OG0015182			XM_003398034.4		XM_017935941.1			
OG0015183			XM_003398240.4					XM_046968240.1
OG0015184			XM_003398276.4, XM_012312644.3					
OG0015185			XM_003398318.4		XM_017934488.1			
OG0015186			XM_003398336.4		XM_017938373.1			
OG0015187			XM_003398424.4		XM_017938376.1			
OG0015188			XM_003398500.4, XM_012312911.3					
OG0015189			XM_003398523.4, XM_048409304.1					
OG0015190			XM_003398539.4	Caust.v2_010474-RA				
OG0015191			XM_003398543.4		XM_017934332.1			
OG0015192			XM_003398632.4, XM_012313271.3					
OG0015193			XM_003398671.4		XM_017932207.1			
OG0015194			XM_003398674.4		XM_017937389.1			
OG0015195			XM_003398676.4, XM_012313338.3					
OG0015196			XM_003398911.3		XM_017934793.1			
OG0015197			XM_003398984.4		XM_017938016.1			
OG0015198			XM_003399051.4	Caust.v2_012336-RA				
OG0015199			XM_003399105.4		XM_017937234.1			
OG0015200			XM_003399133.4		XM_017932217.1			
OG0015201			XM_003399416.4		XM_017936017.1			
OG0015202			XM_003399469.4		XM_017936946.1			
OG0015203			XM_003399524.4		XM_017939489.1			
OG0015204			XM_003399564.4		XM_017942921.1			
OG0015205			XM_003399589.4		XM_017942902.1			
OG0015206			XM_003399596.4	Caust.v2_013333-RA				
OG0015207			XM_003399667.4		XM_017932038.1			
